total_prize_real,net_profit_real,max_drawdown,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
156900.0,-669300.0,-669300,0,0,0,0,1,29,40,247,220,450
152300.0,-673900.0,-673900,0,0,0,0,2,22,35,264,203,457
149400.0,-676800.0,-676800,0,0,0,0,1,25,39,246,204,444
202600.0,-623600.0,-623600,0,0,0,2,4,24,38,266,194,468
151800.0,-674400.0,-674400,0,0,0,0,2,22,33,262,196,476
323600.0,-502600.0,-502600,0,0,1,1,2,21,40,270,208,442
162400.0,-663800.0,-663800,0,0,0,0,3,21,39,266,237,440
167000.0,-659200.0,-659200,0,0,0,0,5,28,36,234,207,454
173000.0,-653200.0,-653200,0,0,0,1,5,15,35,244,195,436
148700.0,-677500.0,-677500,0,0,0,0,2,19,28,253,221,448
148000.0,-678200.0,-678200,0,0,0,0,2,23,30,253,207,429
153500.0,-672700.0,-672700,0,0,0,0,4,19,29,256,207,437
167600.0,-658600.0,-658600,0,0,0,0,5,28,37,265,192,455
168100.0,-658100.0,-658100,0,0,0,1,1,22,41,249,200,452
174300.0,-651900.0,-651900,0,0,0,1,2,18,39,255,227,454
161200.0,-665000.0,-665000,0,0,0,0,5,19,32,256,206,464
147600.0,-678600.0,-678600,0,0,0,0,1,22,51,252,178,448
157000.0,-669200.0,-669200,0,0,0,0,4,18,35,265,195,471
146200.0,-680000.0,-680000,0,0,0,0,1,17,40,262,202,460
203100.0,-623100.0,-623100,0,0,0,3,2,19,39,234,194,421
138100.0,-688100.0,-688100,0,0,0,0,1,14,37,230,197,457
151500.0,-674700.0,-674700,0,0,0,0,4,12,35,266,200,453
187700.0,-638500.0,-648500,0,0,0,2,1,21,33,257,212,456
149600.0,-676600.0,-676600,0,0,0,0,1,18,39,285,206,459
153100.0,-673100.0,-673100,0,0,0,0,2,25,39,256,195,449
158100.0,-668100.0,-668100,0,0,0,0,3,18,43,285,200,460
181900.0,-644300.0,-661600,0,0,0,1,5,23,34,281,170,478
303000.0,-523200.0,-564100,0,0,1,0,3,20,44,238,184,468
138900.0,-687300.0,-687300,0,0,0,0,2,16,32,256,188,421
158800.0,-667400.0,-667400,0,0,0,0,4,19,42,284,181,462
159900.0,-666300.0,-667700,0,0,0,0,4,26,35,252,202,435
155300.0,-670900.0,-670900,0,0,0,0,2,26,28,263,209,472
184100.0,-642100.0,-642100,0,0,0,2,1,17,40,249,202,452
178200.0,-648000.0,-648000,0,0,0,1,3,20,36,256,218,466
166400.0,-659800.0,-659800,0,0,0,1,3,15,38,249,188,447
157100.0,-669100.0,-669100,0,0,0,0,4,15,45,244,217,433
298400.0,-527800.0,-544600,0,0,1,0,3,18,27,265,197,453
162400.0,-663800.0,-663800,0,0,0,0,3,26,40,270,227,412
143300.0,-682900.0,-682900,0,0,0,0,2,17,32,233,219,418
174700.0,-651500.0,-651500,0,0,0,1,3,15,34,264,227,453
134800.0,-691400.0,-691400,0,0,0,0,1,17,25,238,198,438
162800.0,-663400.0,-663400,0,0,0,0,6,19,42,238,191,448
149800.0,-676400.0,-676400,0,0,0,0,2,17,33,238,218,476
163700.0,-662500.0,-662500,0,0,0,0,4,28,38,267,192,450
149100.0,-677100.0,-677100,0,0,0,0,1,24,38,259,201,446
157200.0,-669000.0,-669000,0,0,0,0,3,21,39,265,216,431
149100.0,-677100.0,-677100,0,0,0,0,3,16,43,256,180,455
142200.0,-684000.0,-684000,0,0,0,0,1,23,32,263,192,423
169100.0,-657100.0,-657100,0,0,0,1,3,19,30,244,200,455
170200.0,-656000.0,-656000,0,0,0,1,2,15,48,252,202,454
155300.0,-670900.0,-670900,0,0,0,0,3,20,35,230,214,475
153900.0,-672300.0,-672300,0,0,0,0,2,17,36,282,214,469
2453097.0,1626897.0,-304200,0,1,0,0,3,16,31,227,203,469
169700.0,-656500.0,-656500,0,0,0,0,7,16,39,259,203,468
179200.0,-647000.0,-647000,0,0,0,1,4,18,35,257,200,491
193700.0,-632500.0,-632500,0,0,0,2,4,15,33,271,193,468
145400.0,-680800.0,-680800,0,0,0,0,1,16,44,250,193,474
148700.0,-677500.0,-677500,0,0,0,0,3,18,31,259,199,442
205800.0,-620400.0,-620400,0,0,0,3,3,12,37,259,199,437
291200.0,-535000.0,-535000,0,0,1,0,1,13,39,270,196,450
175400.0,-650800.0,-658500,0,0,0,1,2,21,42,272,207,452
148900.0,-677300.0,-677300,0,0,0,0,1,20,34,274,207,465
169300.0,-656900.0,-656900,0,0,0,1,3,23,32,276,170,445
146200.0,-680000.0,-680000,0,0,0,0,0,19,44,269,207,451
147000.0,-679200.0,-679200,0,0,0,0,2,22,38,258,190,424
142800.0,-683400.0,-683400,0,0,0,0,2,13,32,259,199,459
171500.0,-654700.0,-654700,0,0,0,1,3,18,37,255,184,480
170000.0,-656200.0,-656200,0,0,0,1,2,24,39,246,180,466
149500.0,-676700.0,-676700,0,0,0,0,1,27,37,243,205,438
306500.0,-519700.0,-519700,0,0,1,1,1,12,25,276,196,461
162600.0,-663600.0,-663600,0,0,0,1,1,21,38,249,185,447
160100.0,-666100.0,-666100,0,0,0,1,1,15,39,263,197,428
168800.0,-657400.0,-657400,0,0,0,1,1,24,30,282,205,444
198500.0,-627700.0,-627700,0,0,0,2,5,21,31,253,194,452
179500.0,-646700.0,-646700,0,0,0,1,2,29,37,269,208,450
175200.0,-651000.0,-651000,0,0,0,1,4,24,36,244,181,450
186000.0,-640200.0,-640200,0,0,0,2,2,19,29,257,197,461
149300.0,-676900.0,-676900,0,0,0,0,1,19,44,243,213,456
164300.0,-661900.0,-661900,0,0,0,0,5,20,31,277,222,438
171400.0,-654800.0,-654800,0,0,0,1,2,18,38,269,213,443
147200.0,-679000.0,-679000,0,0,0,0,1,21,34,241,215,457
189600.0,-636600.0,-636600,0,0,0,1,4,33,49,260,193,430
198900.0,-627300.0,-627300,0,0,0,2,4,20,31,305,197,446
160900.0,-665300.0,-665300,0,0,0,0,4,21,38,255,206,462
150600.0,-675600.0,-675600,0,0,0,0,3,22,34,254,185,450
158500.0,-667700.0,-667700,0,0,0,0,3,21,53,251,198,438
157600.0,-668600.0,-668600,0,0,0,0,3,17,49,259,207,451
180900.0,-645300.0,-645300,0,0,0,1,3,28,36,301,200,420
167600.0,-658600.0,-658600,0,0,0,1,1,19,40,270,205,444
145500.0,-680700.0,-680700,0,0,0,0,1,20,33,257,196,474
153300.0,-672900.0,-672900,0,0,0,0,1,19,42,267,227,452
139200.0,-687000.0,-687000,0,0,0,0,1,22,29,256,180,444
146200.0,-680000.0,-680000,0,0,0,0,1,24,34,256,200,438
165000.0,-661200.0,-661200,0,0,0,0,4,28,42,258,203,434
155500.0,-670700.0,-670700,0,0,0,0,4,22,27,242,219,431
153400.0,-672800.0,-672800,0,0,0,0,4,16,20,292,190,494
148900.0,-677300.0,-677300,0,0,0,0,0,23,37,278,203,473
163500.0,-662700.0,-662700,0,0,0,0,6,18,34,257,209,440
169700.0,-656500.0,-656500,0,0,0,1,2,24,30,237,214,440
316500.0,-509700.0,-509700,0,0,1,1,0,24,42,275,195,440
148000.0,-678200.0,-678200,0,0,0,0,2,18,31,259,191,491
153500.0,-672700.0,-672700,0,0,0,0,4,18,36,265,185,452
175000.0,-651200.0,-651200,0,0,0,1,3,21,34,248,206,466
304700.0,-521500.0,-550200,0,0,1,0,2,24,39,251,203,462
186000.0,-640200.0,-640200,0,0,0,2,0,20,37,258,222,450
159200.0,-667000.0,-667000,0,0,0,0,4,21,36,262,201,456
181500.0,-644700.0,-644700,0,0,0,1,5,22,35,244,196,463
165100.0,-661100.0,-661100,0,0,0,1,2,13,40,259,208,432
298200.0,-528000.0,-528000,0,0,1,0,2,25,30,247,195,445
189900.0,-636300.0,-636300,0,0,0,1,6,21,42,254,214,441
151300.0,-674900.0,-674900,0,0,0,0,2,18,39,266,196,475
166300.0,-659900.0,-659900,0,0,0,0,4,23,39,254,238,433
206400.0,-619800.0,-619800,0,0,0,3,2,12,49,272,204,412
200400.0,-625800.0,-625800,0,0,0,2,2,22,42,276,222,460
223800.0,-602400.0,-602400,0,0,0,3,4,29,31,251,207,457
189000.0,-637200.0,-637200,0,0,0,2,2,18,39,258,200,452
158700.0,-667500.0,-667500,0,0,0,0,3,26,34,249,202,470
145800.0,-680400.0,-680400,0,0,0,0,1,26,30,261,187,455
154600.0,-671600.0,-671600,0,0,0,0,3,22,33,277,197,447
148000.0,-678200.0,-678200,0,0,0,0,2,23,38,254,176,458
153300.0,-672900.0,-672900,0,0,0,0,3,20,34,271,198,450
170400.0,-655800.0,-655800,0,0,0,1,2,22,45,242,207,412
163300.0,-662900.0,-662900,0,0,0,0,3,22,43,280,208,469
158100.0,-668100.0,-668100,0,0,0,0,3,25,33,265,202,460
167000.0,-659200.0,-659200,0,0,0,1,1,17,31,252,217,484
146800.0,-679400.0,-679400,0,0,0,0,2,17,29,270,214,438
170500.0,-655700.0,-655700,0,0,0,1,3,14,43,256,184,477
141000.0,-685200.0,-685200,0,0,0,0,2,11,34,241,204,457
141600.0,-684600.0,-684600,0,0,0,0,0,17,40,258,207,448
173400.0,-652800.0,-663900,0,0,0,1,2,17,41,283,206,459
155700.0,-670500.0,-670500,0,0,0,0,2,24,28,270,215,473
166300.0,-659900.0,-659900,0,0,0,1,0,26,28,274,214,441
146300.0,-679900.0,-679900,0,0,0,0,2,14,35,264,198,471
191600.0,-634600.0,-634600,0,0,0,2,2,21,42,249,206,439
160100.0,-666100.0,-666100,0,0,0,0,3,21,50,259,199,456
163900.0,-662300.0,-662300,0,0,0,1,2,9,32,263,204,488
170400.0,-655800.0,-655800,0,0,0,0,4,28,44,250,210,474
155400.0,-670800.0,-672900,0,0,0,0,3,17,40,254,216,452
176700.0,-649500.0,-649500,0,0,0,1,4,15,38,271,188,488
173700.0,-652500.0,-652500,0,0,0,1,2,22,30,281,207,466
154000.0,-672200.0,-672200,0,0,0,0,5,14,35,233,197,461
193100.0,-633100.0,-633100,0,0,0,2,2,19,44,280,205,433
177500.0,-648700.0,-648700,0,0,0,1,2,23,39,260,227,441
179500.0,-646700.0,-646700,0,0,0,1,4,15,36,260,203,505
169800.0,-656400.0,-656400,0,0,0,1,1,22,42,230,223,438
185400.0,-640800.0,-640800,0,0,0,2,2,17,35,245,202,449
140500.0,-685700.0,-685700,0,0,0,0,0,18,33,264,209,447
159400.0,-666800.0,-666800,0,0,0,0,4,26,40,217,185,479
159600.0,-666600.0,-666600,0,0,0,0,4,23,41,269,203,413
144100.0,-682100.0,-682100,0,0,0,0,0,15,37,241,232,468
302100.0,-524100.0,-524100,0,0,1,0,3,16,39,269,216,416
168300.0,-657900.0,-657900,0,0,0,0,5,24,39,272,186,491
141200.0,-685000.0,-685000,0,0,0,0,0,19,39,262,198,446
185500.0,-640700.0,-640700,0,0,0,1,6,16,33,276,207,465
159700.0,-666500.0,-666500,0,0,0,0,5,20,34,260,197,447
141300.0,-684900.0,-684900,0,0,0,0,1,12,42,260,199,451
173700.0,-652500.0,-652500,0,0,0,1,3,23,30,269,193,458
148500.0,-677700.0,-677700,0,0,0,0,2,10,45,280,192,481
177900.0,-648300.0,-648300,0,0,0,1,3,20,45,276,195,453
177900.0,-648300.0,-648300,0,0,0,1,4,19,33,247,220,448
149500.0,-676700.0,-676700,0,0,0,0,4,10,37,275,192,448
137800.0,-688400.0,-688400,0,0,0,0,1,22,33,229,171,459
151300.0,-674900.0,-674900,0,0,0,0,2,25,42,261,176,452
160300.0,-665900.0,-665900,0,0,0,0,5,16,38,260,208,447
167200.0,-659000.0,-659000,0,0,0,1,3,22,24,235,210,425
141500.0,-684700.0,-684700,0,0,0,0,0,25,41,256,176,443
159800.0,-666400.0,-666400,0,0,0,0,5,18,39,253,188,469
148300.0,-677900.0,-677900,0,0,0,0,1,23,38,262,193,459
152300.0,-673900.0,-673900,0,0,0,0,1,22,43,275,204,452
187500.0,-638700.0,-638700,0,0,0,2,3,13,39,270,197,431
137000.0,-689200.0,-689200,0,0,0,0,0,15,41,271,187,441
191900.0,-634300.0,-634300,0,0,0,2,3,21,37,254,199,431
153200.0,-673000.0,-673000,0,0,0,0,4,12,44,279,185,451
176000.0,-650200.0,-650200,0,0,0,1,5,14,44,242,198,434
169100.0,-657100.0,-657100,0,0,0,1,2,17,31,266,213,459
178300.0,-647900.0,-647900,0,0,0,1,4,20,43,282,172,465
338600.0,-487600.0,-511700,0,0,1,2,2,13,39,257,222,445
159000.0,-667200.0,-670200,0,0,0,0,4,17,43,244,226,426
157000.0,-669200.0,-669200,0,0,0,0,5,15,32,272,199,452
179900.0,-646300.0,-646300,0,0,0,1,2,18,47,297,214,462
168000.0,-658200.0,-658200,0,0,0,1,1,16,37,289,208,459
197600.0,-628600.0,-628600,0,0,0,2,3,19,40,238,236,434
163700.0,-662500.0,-662500,0,0,0,0,3,23,51,266,202,459
177500.0,-648700.0,-648700,0,0,0,1,5,16,40,279,195,418
159600.0,-666600.0,-666600,0,0,0,0,4,20,35,281,187,481
162000.0,-664200.0,-664200,0,0,0,1,1,24,22,258,212,418
174400.0,-651800.0,-651800,0,0,0,1,2,27,41,282,190,422
155100.0,-671100.0,-671100,0,0,0,0,3,21,38,263,208,432
159500.0,-666700.0,-666700,0,0,0,0,3,20,46,250,200,481
145500.0,-680700.0,-680700,0,0,0,0,1,19,39,257,190,470
292400.0,-533800.0,-533800,0,0,1,0,1,20,37,263,183,447
166000.0,-660200.0,-660200,0,0,0,0,2,30,39,269,227,461
302700.0,-523500.0,-523500,0,0,1,0,3,21,31,256,213,433
163600.0,-662600.0,-662600,0,0,0,0,4,20,41,267,220,445
171000.0,-655200.0,-655200,0,0,0,1,4,15,31,282,196,432
177200.0,-649000.0,-649000,0,0,0,1,5,22,32,240,196,436
150900.0,-675300.0,-675300,0,0,0,0,2,17,43,256,213,439
148400.0,-677800.0,-677800,0,0,0,0,2,13,42,267,191,483
138900.0,-687300.0,-687300,0,0,0,0,0,18,39,263,192,442
340900.0,-485300.0,-485300,0,0,1,2,4,14,30,270,193,461
167900.0,-658300.0,-658300,0,0,0,1,0,25,43,247,202,456
154200.0,-672000.0,-672000,0,0,0,0,5,16,39,253,187,431
149900.0,-676300.0,-676300,0,0,0,0,2,16,42,263,210,440
175200.0,-651000.0,-651000,0,0,0,1,3,16,35,284,203,474
137200.0,-689000.0,-689000,0,0,0,0,1,15,37,237,183,461
167000.0,-659200.0,-659200,0,0,0,1,2,20,32,251,219,413
159800.0,-666400.0,-666400,0,0,0,0,3,24,49,238,196,460
150100.0,-676100.0,-676100,0,0,0,0,2,21,33,268,199,455
159000.0,-667200.0,-667200,0,0,0,0,2,22,45,266,210,468
297800.0,-528400.0,-528400,0,0,1,0,0,24,47,256,205,432
171500.0,-654700.0,-654700,0,0,0,1,2,17,37,258,233,427
175900.0,-650300.0,-650300,0,0,0,1,1,27,46,246,211,451
158200.0,-668000.0,-668000,0,0,0,0,4,18,39,254,203,462
147100.0,-679100.0,-679100,0,0,0,0,2,18,29,260,207,457
157100.0,-669100.0,-669100,0,0,0,0,4,18,40,250,209,439
163500.0,-662700.0,-662700,0,0,0,0,7,18,36,244,200,423
147900.0,-678300.0,-678300,0,0,0,0,2,19,40,236,211,429
187400.0,-638800.0,-638800,0,0,0,2,2,12,42,286,206,432
147800.0,-678400.0,-678400,0,0,0,0,2,20,26,255,219,441
192100.0,-634100.0,-651500,0,0,0,2,3,19,29,246,221,445
163500.0,-662700.0,-662700,0,0,0,1,1,22,26,263,197,458
320100.0,-506100.0,-506100,0,0,1,1,3,17,37,248,200,449
163400.0,-662800.0,-662800,0,0,0,0,4,27,38,256,203,444
177600.0,-648600.0,-650000,0,0,0,1,4,12,35,273,233,441
143600.0,-682600.0,-682600,0,0,0,0,0,22,37,265,202,443
171200.0,-655000.0,-655000,0,0,0,0,3,28,44,260,241,450
149900.0,-676300.0,-676300,0,0,0,0,2,18,43,271,198,436
201100.0,-625100.0,-625100,0,0,0,2,4,20,40,236,220,455
155100.0,-671100.0,-671100,0,0,0,0,3,17,45,255,222,416
138000.0,-688200.0,-688200,0,0,0,0,1,16,41,251,184,429
143100.0,-683100.0,-683100,0,0,0,0,0,19,36,262,211,451
200800.0,-625400.0,-625400,0,0,0,1,9,22,34,267,211,447
143700.0,-682500.0,-682500,0,0,0,0,1,18,42,269,194,428
183300.0,-642900.0,-642900,0,0,0,1,4,22,55,261,197,422
2447291.0,1621091.0,-557200,0,1,0,1,2,23,33,250,205,448
158300.0,-667900.0,-667900,0,0,0,0,2,26,42,278,206,437
147300.0,-678900.0,-678900,0,0,0,0,3,16,45,240,182,441
161300.0,-664900.0,-664900,0,0,0,0,6,16,34,261,197,454
191400.0,-634800.0,-634800,0,0,0,2,1,19,42,284,209,452
234700.0,-591500.0,-591500,0,0,0,4,5,17,30,241,210,430
161100.0,-665100.0,-665100,0,0,0,0,3,21,38,279,215,462
156400.0,-669800.0,-669800,0,0,0,0,3,17,38,273,225,433
310700.0,-515500.0,-515500,0,0,1,1,2,11,41,252,203,417
159300.0,-666900.0,-666900,0,0,0,0,3,24,35,266,215,445
169800.0,-656400.0,-656400,0,0,0,1,3,17,35,260,186,470
143900.0,-682300.0,-682300,0,0,0,0,3,11,29,265,194,462
308700.0,-517500.0,-517500,0,0,1,0,3,19,42,272,202,471
156200.0,-670000.0,-670000,0,0,0,0,3,29,34,262,177,458
163100.0,-663100.0,-663100,0,0,0,0,4,25,30,271,214,452
153000.0,-673200.0,-673200,0,0,0,0,2,14,41,267,206,495
178900.0,-647300.0,-647300,0,0,0,1,4,24,44,250,189,433
151200.0,-675000.0,-675000,0,0,0,0,5,13,32,278,193,416
168100.0,-658100.0,-658100,0,0,0,0,4,25,32,265,221,486
169500.0,-656700.0,-656700,0,0,0,1,1,16,49,270,211,439
146500.0,-679700.0,-679700,0,0,0,0,2,14,40,271,191,460
146000.0,-680200.0,-680200,0,0,0,0,1,24,41,243,190,441
177000.0,-649200.0,-649200,0,0,0,1,5,15,31,265,199,463
182300.0,-643900.0,-643900,0,0,0,1,4,22,43,244,210,451
342300.0,-483900.0,-498200,0,0,1,2,2,23,37,274,188,461
176600.0,-649600.0,-649600,0,0,0,1,4,19,38,261,186,469
156800.0,-669400.0,-669400,0,0,0,0,3,17,35,255,225,467
157500.0,-668700.0,-668700,0,0,0,0,2,24,43,265,210,446
155400.0,-670800.0,-670800,0,0,0,0,3,15,45,285,209,431
143700.0,-682500.0,-682500,0,0,0,0,1,12,36,267,226,438
178900.0,-647300.0,-647300,0,0,0,1,4,19,38,261,213,438
168100.0,-658100.0,-658100,0,0,0,0,5,19,49,272,210,441
160000.0,-666200.0,-666200,0,0,0,0,4,18,37,276,204,464
169100.0,-657100.0,-657100,0,0,0,1,2,18,39,254,201,455
194900.0,-631300.0,-631300,0,0,0,2,1,27,44,271,209,428
172000.0,-654200.0,-654200,0,0,0,0,6,24,49,254,199,440
160700.0,-665500.0,-665500,0,0,0,1,0,12,35,294,234,409
151300.0,-674900.0,-677900,0,0,0,0,2,15,46,276,202,449
174100.0,-652100.0,-652100,0,0,0,0,7,25,37,251,215,432
156300.0,-669900.0,-669900,0,0,0,0,4,18,35,241,200,478
161400.0,-664800.0,-664800,0,0,0,0,5,21,47,246,185,442
154600.0,-671600.0,-671600,0,0,0,0,3,21,34,254,213,442
199500.0,-626700.0,-626700,0,0,0,2,4,21,47,259,190,440
186500.0,-639700.0,-639700,0,0,0,1,6,16,38,244,226,449
164400.0,-661800.0,-661800,0,0,0,1,2,15,33,286,186,454
157000.0,-669200.0,-669200,0,0,0,0,3,18,41,270,200,472
155000.0,-671200.0,-671200,0,0,0,0,1,32,44,246,180,472
157300.0,-668900.0,-668900,0,0,0,0,3,21,49,270,191,437
163500.0,-662700.0,-662700,0,0,0,1,1,18,48,228,188,455
203900.0,-622300.0,-622300,0,0,0,3,2,17,27,266,186,477
224000.0,-602200.0,-602200,0,0,0,3,4,25,39,244,213,454
160000.0,-666200.0,-666200,0,0,0,0,7,12,30,266,192,454
236600.0,-589600.0,-589600,0,0,0,3,8,18,41,245,231,431
171600.0,-654600.0,-654600,0,0,0,1,2,20,37,275,190,473
153500.0,-672700.0,-672700,0,0,0,0,3,23,39,259,183,450
160400.0,-665800.0,-665800,0,0,0,0,5,20,35,269,194,447
182700.0,-643500.0,-643500,0,0,0,1,4,21,44,290,199,435
174800.0,-651400.0,-651400,0,0,0,1,3,20,34,250,195,492
168500.0,-657700.0,-657700,0,0,0,1,1,16,47,303,198,430
141600.0,-684600.0,-684600,0,0,0,0,1,15,26,264,214,460
179600.0,-646600.0,-646600,0,0,0,1,3,23,44,240,213,450
147100.0,-679100.0,-679100,0,0,0,0,0,22,43,248,213,449
139800.0,-686400.0,-686400,0,0,0,0,0,16,42,261,194,453
306200.0,-520000.0,-639200,0,0,1,0,2,23,47,255,201,453
166200.0,-660000.0,-660000,0,0,0,0,5,22,43,266,217,414
166100.0,-660100.0,-660100,0,0,0,1,3,16,37,235,197,436
310000.0,-516200.0,-516200,0,0,1,0,3,27,32,251,205,475
166800.0,-659400.0,-659400,0,0,0,0,4,24,34,286,215,464
154400.0,-671800.0,-671800,0,0,0,0,3,21,36,259,196,461
200600.0,-625600.0,-625600,0,0,0,2,4,18,48,269,217,407
164800.0,-661400.0,-661400,0,0,0,0,6,18,33,260,230,412
165400.0,-660800.0,-660800,0,0,0,0,7,19,33,280,185,440
153700.0,-672500.0,-672500,0,0,0,0,2,28,35,273,183,454
169700.0,-656500.0,-656500,0,0,0,1,3,14,33,251,194,494
170900.0,-655300.0,-655300,0,0,0,1,3,15,26,276,203,483
158900.0,-667300.0,-667300,0,0,0,0,4,20,38,262,200,455
319200.0,-507000.0,-508500,0,0,1,1,1,19,47,258,202,450
155600.0,-670600.0,-670600,0,0,0,0,3,23,45,227,202,441
174900.0,-651300.0,-651300,0,0,0,1,4,20,24,263,206,458
143100.0,-683100.0,-683100,0,0,0,0,1,18,37,283,197,422
159600.0,-666600.0,-666600,0,0,0,0,5,17,31,254,209,464
160000.0,-666200.0,-666200,0,0,0,0,4,25,38,245,199,445
150900.0,-675300.0,-675300,0,0,0,0,2,20,29,268,207,471
147300.0,-678900.0,-680500,0,0,0,0,3,19,26,245,199,454
178500.0,-647700.0,-647700,0,0,0,1,5,19,24,262,193,489
150400.0,-675800.0,-675800,0,0,0,0,3,14,34,267,220,429
168600.0,-657600.0,-657600,0,0,0,1,2,16,36,258,204,468
155700.0,-670500.0,-670500,0,0,0,0,4,19,43,233,184,472
306100.0,-520100.0,-520100,0,0,1,0,4,24,31,243,203,436
180200.0,-646000.0,-646000,0,0,0,2,2,17,30,269,178,441
162000.0,-664200.0,-664200,0,0,0,0,5,23,37,244,187,470
170000.0,-656200.0,-656200,0,0,0,1,1,29,34,252,204,432
144100.0,-682100.0,-682100,0,0,0,0,0,17,34,316,202,449
147100.0,-679100.0,-679100,0,0,0,0,0,24,35,264,200,475
154700.0,-671500.0,-671500,0,0,0,0,2,25,33,261,211,452
150600.0,-675600.0,-675600,0,0,0,0,1,20,41,260,213,456
156900.0,-669300.0,-669300,0,0,0,0,5,15,40,222,204,459
162400.0,-663800.0,-663800,0,0,0,1,0,16,39,249,225,441
143000.0,-683200.0,-683200,0,0,0,0,3,15,23,272,190,446
149900.0,-676300.0,-676300,0,0,0,0,3,20,24,276,193,461
147000.0,-679200.0,-679200,0,0,0,0,1,18,35,251,210,475
177700.0,-648500.0,-648500,0,0,0,1,2,23,35,258,238,439
148600.0,-677600.0,-677600,0,0,0,0,2,14,32,253,236,441
160300.0,-665900.0,-665900,0,0,0,0,5,19,32,274,203,443
214200.0,-612000.0,-612000,0,0,0,3,5,10,36,234,212,460
173600.0,-652600.0,-652600,0,0,0,0,6,18,46,282,220,446
158300.0,-667900.0,-667900,0,0,0,0,4,13,45,248,211,469
185100.0,-641100.0,-641100,0,0,0,1,4,25,40,280,216,419
172400.0,-653800.0,-653800,0,0,0,1,3,19,39,253,192,459
133700.0,-692500.0,-692500,0,0,0,0,0,15,28,258,196,455
172900.0,-653300.0,-653300,0,0,0,1,1,25,39,253,199,482
168000.0,-658200.0,-658200,0,0,0,0,5,21,46,281,192,463
192100.0,-634100.0,-634100,0,0,0,2,2,17,49,238,219,433
151400.0,-674800.0,-674800,0,0,0,0,2,24,41,244,183,468
143100.0,-683100.0,-683100,0,0,0,0,1,23,30,263,187,450
165300.0,-660900.0,-660900,0,0,0,1,1,15,41,234,223,449
149900.0,-676300.0,-676300,0,0,0,0,2,18,36,259,207,458
184500.0,-641700.0,-644700,0,0,0,2,1,17,32,257,212,460
156500.0,-669700.0,-669700,0,0,0,0,4,20,36,273,188,452
172800.0,-653400.0,-653400,0,0,0,1,2,21,32,266,217,452
152200.0,-674000.0,-674000,0,0,0,1,0,15,31,255,205,413
182800.0,-643400.0,-643400,0,0,0,1,5,19,42,268,189,462
151200.0,-675000.0,-675000,0,0,0,0,3,18,32,293,193,441
158100.0,-668100.0,-668100,0,0,0,0,4,21,40,258,184,467
151400.0,-674800.0,-674800,0,0,0,0,3,20,27,256,207,456
165600.0,-660600.0,-660600,0,0,0,0,3,26,51,265,197,465
183500.0,-642700.0,-642700,0,0,0,1,3,31,34,243,220,448
147400.0,-678800.0,-678800,0,0,0,0,2,19,36,242,200,456
176400.0,-649800.0,-649800,0,0,0,1,4,15,35,255,213,463
154000.0,-672200.0,-672200,0,0,0,0,3,19,34,270,198,466
149100.0,-677100.0,-677100,0,0,0,0,2,17,32,276,209,453
156400.0,-669800.0,-669800,0,0,0,0,2,22,40,249,223,453
155100.0,-671100.0,-671100,0,0,0,0,4,19,34,228,204,467
151400.0,-674800.0,-674800,0,0,0,0,3,12,47,241,218,433
149900.0,-676300.0,-676300,0,0,0,0,2,24,25,277,186,478
152100.0,-674100.0,-674100,0,0,0,0,3,16,32,267,212,454
159100.0,-667100.0,-667100,0,0,0,0,4,24,41,211,196,472
152600.0,-673600.0,-673600,0,0,0,0,4,20,35,262,180,444
302400.0,-523800.0,-653300,0,0,1,0,3,17,34,272,213,434
169500.0,-656700.0,-656700,0,0,0,0,6,16,41,269,215,464
172800.0,-653400.0,-655800,0,0,0,1,2,16,40,269,203,485
148400.0,-677800.0,-677800,0,0,0,0,2,17,37,268,203,446
178200.0,-648000.0,-648000,0,0,0,1,4,18,39,268,213,428
152100.0,-674100.0,-674100,0,0,0,0,2,18,40,265,219,434
154900.0,-671300.0,-671300,0,0,0,0,1,28,42,258,190,479
157100.0,-669100.0,-669100,0,0,0,0,3,22,36,246,218,449
159000.0,-667200.0,-667200,0,0,0,0,3,24,42,246,205,454
152400.0,-673800.0,-673800,0,0,0,0,3,19,38,264,177,482
180200.0,-646000.0,-646000,0,0,0,0,8,25,35,248,215,464
160500.0,-665700.0,-668800,0,0,0,0,4,30,31,249,202,428
177200.0,-649000.0,-649000,0,0,0,1,4,19,38,280,185,458
149100.0,-677100.0,-677100,0,0,0,0,3,16,37,267,186,456
150000.0,-676200.0,-676200,0,0,0,0,1,20,40,247,210,473
169900.0,-656300.0,-656300,0,0,0,0,5,27,39,271,201,454
204500.0,-621700.0,-621700,0,0,0,3,2,20,33,260,188,437
160100.0,-666100.0,-666100,0,0,0,0,5,19,35,278,185,461
162100.0,-664100.0,-664100,0,0,0,0,5,17,36,276,219,427
187500.0,-638700.0,-638700,0,0,0,1,4,25,45,269,192,482
180000.0,-646200.0,-646200,0,0,0,1,3,22,52,230,207,452
312400.0,-513800.0,-529200,0,0,1,1,1,21,20,245,206,479
202500.0,-623700.0,-623700,0,0,0,2,5,15,36,260,208,485
147600.0,-678600.0,-678600,0,0,0,0,0,20,37,276,218,456
170600.0,-655600.0,-655600,0,0,0,1,3,16,33,243,206,471
