cost,prize,profit,draws,h61,h60,h51
214500,54000.0,-160500.0,1384,0,0,0
214500,39800.0,-174700.0,1384,0,0,0
214500,73900.0,-140600.0,1384,0,0,0
214500,36300.0,-178200.0,1384,0,0,0
214500,37900.0,-176600.0,1384,0,0,0
214500,42100.0,-172400.0,1384,0,0,0
214500,35100.0,-179400.0,1384,0,0,0
214500,32900.0,-181600.0,1384,0,0,0
214500,38900.0,-175600.0,1384,0,0,0
214500,38400.0,-176100.0,1384,0,0,0
214500,38600.0,-175900.0,1384,0,0,0
214500,39300.0,-175200.0,1384,0,0,0
214500,42200.0,-172300.0,1384,0,0,0
214500,38900.0,-175600.0,1384,0,0,0
214500,59000.0,-155500.0,1384,0,0,0
214500,34200.0,-180300.0,1384,0,0,0
214500,34900.0,-179600.0,1384,0,0,0
214500,58800.0,-155700.0,1384,0,0,0
214500,57200.0,-157300.0,1384,0,0,0
214500,38900.0,-175600.0,1384,0,0,0
214500,35300.0,-179200.0,1384,0,0,0
214500,44300.0,-170200.0,1384,0,0,0
214500,44600.0,-169900.0,1384,0,0,0
214500,49200.0,-165300.0,1384,0,0,0
214500,45900.0,-168600.0,1384,0,0,0
214500,41000.0,-173500.0,1384,0,0,0
214500,37000.0,-177500.0,1384,0,0,0
214500,34200.0,-180300.0,1384,0,0,0
214500,35000.0,-179500.0,1384,0,0,0
214500,38400.0,-176100.0,1384,0,0,0
214500,59500.0,-155000.0,1384,0,0,0
214500,45200.0,-169300.0,1384,0,0,0
214500,62600.0,-151900.0,1384,0,0,0
214500,43400.0,-171100.0,1384,0,0,0
214500,37300.0,-177200.0,1384,0,0,0
214500,36800.0,-177700.0,1384,0,0,0
214500,41100.0,-173400.0,1384,0,0,0
214500,36500.0,-178000.0,1384,0,0,0
214500,43900.0,-170600.0,1384,0,0,0
214500,45000.0,-169500.0,1384,0,0,0
214500,39000.0,-175500.0,1384,0,0,0
214500,43500.0,-171000.0,1384,0,0,0
214500,58800.0,-155700.0,1384,0,0,0
214500,48700.0,-165800.0,1384,0,0,0
214500,40000.0,-174500.0,1384,0,0,0
214500,46800.0,-167700.0,1384,0,0,0
214500,43000.0,-171500.0,1384,0,0,0
214500,40800.0,-173700.0,1384,0,0,0
214500,37800.0,-176700.0,1384,0,0,0
214500,45400.0,-169100.0,1384,0,0,0
214500,41300.0,-173200.0,1384,0,0,0
214500,67500.0,-147000.0,1384,0,0,0
214500,44400.0,-170100.0,1384,0,0,0
214500,38800.0,-175700.0,1384,0,0,0
214500,39100.0,-175400.0,1384,0,0,0
214500,57700.0,-156800.0,1384,0,0,0
214500,45300.0,-169200.0,1384,0,0,0
214500,76300.0,-138200.0,1384,0,0,0
214500,41000.0,-173500.0,1384,0,0,0
214500,38900.0,-175600.0,1384,0,0,0
214500,54500.0,-160000.0,1384,0,0,0
214500,34600.0,-179900.0,1384,0,0,0
214500,38900.0,-175600.0,1384,0,0,0
214500,38600.0,-175900.0,1384,0,0,0
214500,63200.0,-151300.0,1384,0,0,0
214500,34400.0,-180100.0,1384,0,0,0
214500,36100.0,-178400.0,1384,0,0,0
214500,39400.0,-175100.0,1384,0,0,0
214500,40200.0,-174300.0,1384,0,0,0
214500,40000.0,-174500.0,1384,0,0,0
214500,39900.0,-174600.0,1384,0,0,0
214500,41300.0,-173200.0,1384,0,0,0
214500,38400.0,-176100.0,1384,0,0,0
214500,37000.0,-177500.0,1384,0,0,0
214500,44600.0,-169900.0,1384,0,0,0
214500,40100.0,-174400.0,1384,0,0,0
214500,35200.0,-179300.0,1384,0,0,0
214500,34000.0,-180500.0,1384,0,0,0
214500,35000.0,-179500.0,1384,0,0,0
214500,29200.0,-185300.0,1384,0,0,0
214500,36200.0,-178300.0,1384,0,0,0
214500,40800.0,-173700.0,1384,0,0,0
214500,44000.0,-170500.0,1384,0,0,0
214500,42100.0,-172400.0,1384,0,0,0
214500,39000.0,-175500.0,1384,0,0,0
214500,62900.0,-151600.0,1384,0,0,0
214500,45200.0,-169300.0,1384,0,0,0
214500,36900.0,-177600.0,1384,0,0,0
214500,62800.0,-151700.0,1384,0,0,0
214500,38500.0,-176000.0,1384,0,0,0
214500,34600.0,-179900.0,1384,0,0,0
214500,70100.0,-144400.0,1384,0,0,0
214500,35400.0,-179100.0,1384,0,0,0
214500,42300.0,-172200.0,1384,0,0,0
214500,39700.0,-174800.0,1384,0,0,0
214500,45800.0,-168700.0,1384,0,0,0
214500,38800.0,-175700.0,1384,0,0,0
214500,47200.0,-167300.0,1384,0,0,0
214500,37900.0,-176600.0,1384,0,0,0
214500,33200.0,-181300.0,1384,0,0,0
214500,37700.0,-176800.0,1384,0,0,0
214500,53900.0,-160600.0,1384,0,0,0
214500,42500.0,-172000.0,1384,0,0,0
214500,45400.0,-169100.0,1384,0,0,0
214500,44200.0,-170300.0,1384,0,0,0
214500,43900.0,-170600.0,1384,0,0,0
214500,37000.0,-177500.0,1384,0,0,0
214500,56500.0,-158000.0,1384,0,0,0
214500,40200.0,-174300.0,1384,0,0,0
214500,37800.0,-176700.0,1384,0,0,0
214500,69500.0,-145000.0,1384,0,0,0
214500,43500.0,-171000.0,1384,0,0,0
214500,56500.0,-158000.0,1384,0,0,0
214500,39200.0,-175300.0,1384,0,0,0
214500,35300.0,-179200.0,1384,0,0,0
214500,36200.0,-178300.0,1384,0,0,0
214500,38900.0,-175600.0,1384,0,0,0
214500,61300.0,-153200.0,1384,0,0,0
214500,38000.0,-176500.0,1384,0,0,0
214500,37000.0,-177500.0,1384,0,0,0
214500,51000.0,-163500.0,1384,0,0,0
214500,34200.0,-180300.0,1384,0,0,0
214500,53500.0,-161000.0,1384,0,0,0
214500,33300.0,-181200.0,1384,0,0,0
214500,40800.0,-173700.0,1384,0,0,0
214500,39000.0,-175500.0,1384,0,0,0
214500,59500.0,-155000.0,1384,0,0,0
214500,48500.0,-166000.0,1384,0,0,0
214500,39200.0,-175300.0,1384,0,0,0
214500,32200.0,-182300.0,1384,0,0,0
214500,45900.0,-168600.0,1384,0,0,0
214500,199300.0,-15200.0,1384,0,0,1
214500,189900.0,-24600.0,1384,0,0,1
214500,60600.0,-153900.0,1384,0,0,0
214500,46600.0,-167900.0,1384,0,0,0
214500,39600.0,-174900.0,1384,0,0,0
214500,46100.0,-168400.0,1384,0,0,0
214500,34800.0,-179700.0,1384,0,0,0
214500,36300.0,-178200.0,1384,0,0,0
214500,42900.0,-171600.0,1384,0,0,0
214500,35900.0,-178600.0,1384,0,0,0
214500,40500.0,-174000.0,1384,0,0,0
214500,36400.0,-178100.0,1384,0,0,0
214500,42600.0,-171900.0,1384,0,0,0
214500,40900.0,-173600.0,1384,0,0,0
214500,42100.0,-172400.0,1384,0,0,0
214500,32700.0,-181800.0,1384,0,0,0
214500,54800.0,-159700.0,1384,0,0,0
214500,33100.0,-181400.0,1384,0,0,0
214500,42500.0,-172000.0,1384,0,0,0
214500,42500.0,-172000.0,1384,0,0,0
214500,34800.0,-179700.0,1384,0,0,0
214500,36100.0,-178400.0,1384,0,0,0
214500,45200.0,-169300.0,1384,0,0,0
214500,51700.0,-162800.0,1384,0,0,0
214500,55800.0,-158700.0,1384,0,0,0
214500,43800.0,-170700.0,1384,0,0,0
214500,38100.0,-176400.0,1384,0,0,0
214500,36600.0,-177900.0,1384,0,0,0
214500,46200.0,-168300.0,1384,0,0,0
214500,38300.0,-176200.0,1384,0,0,0
214500,58400.0,-156100.0,1384,0,0,0
214500,38800.0,-175700.0,1384,0,0,0
214500,205600.0,-8900.0,1384,0,0,1
214500,38300.0,-176200.0,1384,0,0,0
214500,38200.0,-176300.0,1384,0,0,0
214500,38500.0,-176000.0,1384,0,0,0
214500,194400.0,-20100.0,1384,0,0,1
214500,33900.0,-180600.0,1384,0,0,0
214500,43300.0,-171200.0,1384,0,0,0
214500,36900.0,-177600.0,1384,0,0,0
214500,32800.0,-181700.0,1384,0,0,0
214500,38800.0,-175700.0,1384,0,0,0
214500,47300.0,-167200.0,1384,0,0,0
214500,41600.0,-172900.0,1384,0,0,0
214500,41400.0,-173100.0,1384,0,0,0
214500,39000.0,-175500.0,1384,0,0,0
214500,40900.0,-173600.0,1384,0,0,0
214500,48400.0,-166100.0,1384,0,0,0
214500,38100.0,-176400.0,1384,0,0,0
214500,40900.0,-173600.0,1384,0,0,0
214500,40100.0,-174400.0,1384,0,0,0
214500,52100.0,-162400.0,1384,0,0,0
214500,64500.0,-150000.0,1384,0,0,0
214500,37000.0,-177500.0,1384,0,0,0
214500,65600.0,-148900.0,1384,0,0,0
214500,35900.0,-178600.0,1384,0,0,0
214500,53300.0,-161200.0,1384,0,0,0
214500,39900.0,-174600.0,1384,0,0,0
214500,39800.0,-174700.0,1384,0,0,0
214500,40500.0,-174000.0,1384,0,0,0
214500,40400.0,-174100.0,1384,0,0,0
214500,54500.0,-160000.0,1384,0,0,0
214500,64200.0,-150300.0,1384,0,0,0
214500,63500.0,-151000.0,1384,0,0,0
214500,55700.0,-158800.0,1384,0,0,0
214500,57300.0,-157200.0,1384,0,0,0
214500,63100.0,-151400.0,1384,0,0,0
214500,38300.0,-176200.0,1384,0,0,0
214500,44900.0,-169600.0,1384,0,0,0
214500,35700.0,-178800.0,1384,0,0,0
214500,43200.0,-171300.0,1384,0,0,0
214500,36100.0,-178400.0,1384,0,0,0
214500,38900.0,-175600.0,1384,0,0,0
214500,39200.0,-175300.0,1384,0,0,0
214500,55700.0,-158800.0,1384,0,0,0
214500,43200.0,-171300.0,1384,0,0,0
214500,36300.0,-178200.0,1384,0,0,0
214500,43300.0,-171200.0,1384,0,0,0
214500,40300.0,-174200.0,1384,0,0,0
214500,44500.0,-170000.0,1384,0,0,0
214500,41000.0,-173500.0,1384,0,0,0
214500,39100.0,-175400.0,1384,0,0,0
214500,46600.0,-167900.0,1384,0,0,0
214500,37700.0,-176800.0,1384,0,0,0
214500,36200.0,-178300.0,1384,0,0,0
214500,44100.0,-170400.0,1384,0,0,0
214500,45200.0,-169300.0,1384,0,0,0
214500,34900.0,-179600.0,1384,0,0,0
214500,38800.0,-175700.0,1384,0,0,0
214500,55700.0,-158800.0,1384,0,0,0
214500,42500.0,-172000.0,1384,0,0,0
214500,43900.0,-170600.0,1384,0,0,0
214500,34300.0,-180200.0,1384,0,0,0
214500,47200.0,-167300.0,1384,0,0,0
214500,34800.0,-179700.0,1384,0,0,0
214500,39600.0,-174900.0,1384,0,0,0
214500,36000.0,-178500.0,1384,0,0,0
214500,37700.0,-176800.0,1384,0,0,0
214500,54900.0,-159600.0,1384,0,0,0
214500,40200.0,-174300.0,1384,0,0,0
214500,37900.0,-176600.0,1384,0,0,0
214500,40800.0,-173700.0,1384,0,0,0
214500,37300.0,-177200.0,1384,0,0,0
214500,33500.0,-181000.0,1384,0,0,0
214500,46800.0,-167700.0,1384,0,0,0
214500,37200.0,-177300.0,1384,0,0,0
214500,37700.0,-176800.0,1384,0,0,0
214500,43600.0,-170900.0,1384,0,0,0
214500,35900.0,-178600.0,1384,0,0,0
214500,39400.0,-175100.0,1384,0,0,0
214500,37300.0,-177200.0,1384,0,0,0
214500,36300.0,-178200.0,1384,0,0,0
214500,35600.0,-178900.0,1384,0,0,0
214500,42200.0,-172300.0,1384,0,0,0
214500,37600.0,-176900.0,1384,0,0,0
214500,36200.0,-178300.0,1384,0,0,0
214500,41700.0,-172800.0,1384,0,0,0
214500,41600.0,-172900.0,1384,0,0,0
214500,37900.0,-176600.0,1384,0,0,0
214500,65200.0,-149300.0,1384,0,0,0
214500,38400.0,-176100.0,1384,0,0,0
214500,38900.0,-175600.0,1384,0,0,0
214500,43600.0,-170900.0,1384,0,0,0
214500,35100.0,-179400.0,1384,0,0,0
214500,41500.0,-173000.0,1384,0,0,0
214500,41000.0,-173500.0,1384,0,0,0
214500,75100.0,-139400.0,1384,0,0,0
214500,39600.0,-174900.0,1384,0,0,0
214500,38400.0,-176100.0,1384,0,0,0
214500,37500.0,-177000.0,1384,0,0,0
214500,38100.0,-176400.0,1384,0,0,0
214500,36400.0,-178100.0,1384,0,0,0
214500,35800.0,-178700.0,1384,0,0,0
214500,38900.0,-175600.0,1384,0,0,0
214500,49200.0,-165300.0,1384,0,0,0
214500,39800.0,-174700.0,1384,0,0,0
214500,31300.0,-183200.0,1384,0,0,0
214500,39500.0,-175000.0,1384,0,0,0
214500,40800.0,-173700.0,1384,0,0,0
214500,41400.0,-173100.0,1384,0,0,0
214500,58400.0,-156100.0,1384,0,0,0
214500,59600.0,-154900.0,1384,0,0,0
214500,37700.0,-176800.0,1384,0,0,0
214500,43000.0,-171500.0,1384,0,0,0
214500,60900.0,-153600.0,1384,0,0,0
214500,35300.0,-179200.0,1384,0,0,0
214500,39300.0,-175200.0,1384,0,0,0
214500,77800.0,-136700.0,1384,0,0,0
214500,45900.0,-168600.0,1384,0,0,0
214500,36000.0,-178500.0,1384,0,0,0
214500,63100.0,-151400.0,1384,0,0,0
214500,61500.0,-153000.0,1384,0,0,0
214500,33000.0,-181500.0,1384,0,0,0
214500,48400.0,-166100.0,1384,0,0,0
214500,47300.0,-167200.0,1384,0,0,0
214500,55000.0,-159500.0,1384,0,0,0
214500,38200.0,-176300.0,1384,0,0,0
214500,40600.0,-173900.0,1384,0,0,0
214500,36000.0,-178500.0,1384,0,0,0
214500,32600.0,-181900.0,1384,0,0,0
214500,39000.0,-175500.0,1384,0,0,0
214500,48300.0,-166200.0,1384,0,0,0
214500,36600.0,-177900.0,1384,0,0,0
214500,45200.0,-169300.0,1384,0,0,0
214500,43600.0,-170900.0,1384,0,0,0
214500,33700.0,-180800.0,1384,0,0,0
214500,36600.0,-177900.0,1384,0,0,0
214500,37200.0,-177300.0,1384,0,0,0
214500,36700.0,-177800.0,1384,0,0,0
214500,61500.0,-153000.0,1384,0,0,0
214500,34900.0,-179600.0,1384,0,0,0
214500,37500.0,-177000.0,1384,0,0,0
214500,47300.0,-167200.0,1384,0,0,0
214500,34600.0,-179900.0,1384,0,0,0
214500,36100.0,-178400.0,1384,0,0,0
214500,39700.0,-174800.0,1384,0,0,0
214500,54700.0,-159800.0,1384,0,0,0
214500,44300.0,-170200.0,1384,0,0,0
214500,38300.0,-176200.0,1384,0,0,0
214500,55600.0,-158900.0,1384,0,0,0
214500,60500.0,-154000.0,1384,0,0,0
214500,31700.0,-182800.0,1384,0,0,0
214500,53900.0,-160600.0,1384,0,0,0
214500,64700.0,-149800.0,1384,0,0,0
214500,42600.0,-171900.0,1384,0,0,0
214500,44700.0,-169800.0,1384,0,0,0
214500,39900.0,-174600.0,1384,0,0,0
214500,33500.0,-181000.0,1384,0,0,0
214500,43800.0,-170700.0,1384,0,0,0
214500,39000.0,-175500.0,1384,0,0,0
214500,44600.0,-169900.0,1384,0,0,0
214500,45200.0,-169300.0,1384,0,0,0
214500,41200.0,-173300.0,1384,0,0,0
214500,38300.0,-176200.0,1384,0,0,0
214500,34800.0,-179700.0,1384,0,0,0
214500,35200.0,-179300.0,1384,0,0,0
214500,36000.0,-178500.0,1384,0,0,0
214500,44200.0,-170300.0,1384,0,0,0
214500,37800.0,-176700.0,1384,0,0,0
214500,37700.0,-176800.0,1384,0,0,0
214500,42500.0,-172000.0,1384,0,0,0
214500,67300.0,-147200.0,1384,0,0,0
214500,44200.0,-170300.0,1384,0,0,0
214500,38500.0,-176000.0,1384,0,0,0
214500,56500.0,-158000.0,1384,0,0,0
214500,51000.0,-163500.0,1384,0,0,0
214500,38200.0,-176300.0,1384,0,0,0
214500,38200.0,-176300.0,1384,0,0,0
214500,33200.0,-181300.0,1384,0,0,0
214500,56500.0,-158000.0,1384,0,0,0
214500,33800.0,-180700.0,1384,0,0,0
214500,42100.0,-172400.0,1384,0,0,0
214500,42700.0,-171800.0,1384,0,0,0
214500,39400.0,-175100.0,1384,0,0,0
214500,44800.0,-169700.0,1384,0,0,0
214500,39700.0,-174800.0,1384,0,0,0
214500,58100.0,-156400.0,1384,0,0,0
214500,34900.0,-179600.0,1384,0,0,0
214500,37900.0,-176600.0,1384,0,0,0
214500,39700.0,-174800.0,1384,0,0,0
214500,190700.0,-23800.0,1384,0,0,1
214500,57500.0,-157000.0,1384,0,0,0
214500,41400.0,-173100.0,1384,0,0,0
214500,37600.0,-176900.0,1384,0,0,0
214500,36400.0,-178100.0,1384,0,0,0
214500,38100.0,-176400.0,1384,0,0,0
214500,39200.0,-175300.0,1384,0,0,0
214500,45700.0,-168800.0,1384,0,0,0
214500,56100.0,-158400.0,1384,0,0,0
214500,41100.0,-173400.0,1384,0,0,0
214500,39500.0,-175000.0,1384,0,0,0
214500,48000.0,-166500.0,1384,0,0,0
