total_prize_real,net_profit_real,max_drawdown,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
159100.0,-655300.0,-655300,0,0,0,0,5,19,36,229,204,458
167600.0,-646800.0,-646800,0,0,0,1,1,24,34,275,196,441
171900.0,-642500.0,-642500,0,0,0,1,3,24,38,262,174,445
148100.0,-666300.0,-666300,0,0,0,0,3,17,35,246,196,447
155700.0,-658700.0,-658700,0,0,0,0,5,17,33,257,189,454
163300.0,-651100.0,-651100,0,0,0,1,2,15,40,248,199,427
156800.0,-657600.0,-657600,0,0,0,0,4,15,40,275,190,473
142800.0,-671600.0,-671600,0,0,0,0,3,15,26,254,201,428
187600.0,-626800.0,-626800,0,0,0,2,1,18,43,254,211,444
170900.0,-643500.0,-643500,0,0,0,1,3,11,40,261,221,438
143800.0,-670600.0,-670600,0,0,0,0,2,16,30,277,190,453
147400.0,-667000.0,-667000,0,0,0,0,1,15,41,264,216,454
148400.0,-666000.0,-666000,0,0,0,0,1,26,38,234,199,452
146100.0,-668300.0,-668300,0,0,0,0,1,19,36,263,196,470
172300.0,-642100.0,-655300,0,0,0,1,2,17,41,255,220,448
148600.0,-665800.0,-665800,0,0,0,0,3,16,33,250,210,436
145400.0,-669000.0,-669000,0,0,0,0,1,19,41,283,185,445
148400.0,-666000.0,-666000,0,0,0,0,3,19,35,239,190,453
182200.0,-632200.0,-632200,0,0,0,1,4,30,29,270,182,472
141700.0,-672700.0,-672700,0,0,0,0,0,24,33,292,176,449
140300.0,-674100.0,-674100,0,0,0,0,2,15,35,237,198,430
152200.0,-662200.0,-662200,0,0,0,0,2,18,43,276,203,444
143900.0,-670500.0,-670500,0,0,0,0,0,23,48,242,184,453
158800.0,-655600.0,-655600,0,0,0,0,6,11,39,247,201,455
172200.0,-642200.0,-642200,0,0,0,1,3,15,43,275,196,443
181100.0,-633300.0,-633300,0,0,0,1,3,29,37,247,217,430
150000.0,-664400.0,-664400,0,0,0,0,2,17,42,263,194,465
172700.0,-641700.0,-641700,0,0,0,1,2,23,41,239,194,472
161300.0,-653100.0,-653100,0,0,0,1,2,16,31,249,190,452
144000.0,-670400.0,-670400,0,0,0,0,1,22,37,263,186,441
159300.0,-655100.0,-655100,0,0,0,0,3,33,42,257,181,422
142300.0,-672100.0,-672100,0,0,0,0,1,14,34,275,200,460
294200.0,-520200.0,-667500,0,0,1,0,2,18,38,235,197,437
141000.0,-673400.0,-673400,0,0,0,0,1,20,38,253,187,431
148600.0,-665800.0,-665800,0,0,0,0,1,23,43,287,189,425
146000.0,-668400.0,-668400,0,0,0,0,2,16,33,261,199,461
146500.0,-667900.0,-667900,0,0,0,0,2,17,34,240,203,467
344200.0,-470200.0,-565000,0,0,1,2,4,15,40,260,202,438
149200.0,-665200.0,-665200,0,0,0,0,2,17,33,243,202,497
147800.0,-666600.0,-666600,0,0,0,0,3,25,25,242,190,436
173800.0,-640600.0,-640600,0,0,0,0,7,24,36,266,201,454
157400.0,-657000.0,-657000,0,0,0,0,4,21,34,240,208,454
150100.0,-664300.0,-664300,0,0,0,0,2,23,29,275,211,424
155700.0,-658700.0,-658700,0,0,0,0,2,14,38,286,228,471
179600.0,-634800.0,-653300,0,0,0,2,1,18,40,242,191,428
141200.0,-673200.0,-673200,0,0,0,0,1,20,32,262,197,428
299800.0,-514600.0,-514600,0,0,1,0,3,18,29,238,208,464
171200.0,-643200.0,-643200,0,0,0,1,3,21,33,275,193,431
161500.0,-652900.0,-652900,0,0,0,1,2,13,40,258,178,457
151900.0,-662500.0,-662500,0,0,0,0,4,20,30,238,191,459
171200.0,-643200.0,-643200,0,0,0,1,2,26,31,238,188,486
370700.0,-443700.0,-485900,0,0,1,3,6,17,33,254,193,459
150200.0,-664200.0,-664200,0,0,0,0,1,22,35,259,210,467
151200.0,-663200.0,-663200,0,0,0,0,4,14,36,247,208,433
155800.0,-658600.0,-658600,0,0,0,0,5,14,35,273,205,423
195100.0,-619300.0,-619300,0,0,0,1,8,25,40,270,191,419
161800.0,-652600.0,-652600,0,0,0,1,0,21,38,249,207,435
135800.0,-678600.0,-678600,0,0,0,0,1,13,37,278,164,460
180600.0,-633800.0,-633800,0,0,0,1,6,17,34,248,184,478
140600.0,-673800.0,-673800,0,0,0,0,1,18,37,237,194,449
144800.0,-669600.0,-669600,0,0,0,0,2,17,29,249,212,443
150800.0,-663600.0,-663600,0,0,0,0,3,16,38,263,197,451
148400.0,-666000.0,-666000,0,0,0,0,3,19,30,258,196,442
148000.0,-666400.0,-666400,0,0,0,0,2,19,41,245,210,419
141600.0,-672800.0,-672800,0,0,0,0,2,15,41,271,171,439
145300.0,-669100.0,-669100,0,0,0,0,2,19,31,240,197,463
162400.0,-652000.0,-652000,0,0,0,1,2,18,31,248,193,442
333700.0,-480700.0,-480700,0,0,1,1,5,20,50,253,191,442
296300.0,-518100.0,-518100,0,0,1,0,1,15,35,263,219,462
312500.0,-501900.0,-501900,0,0,1,1,1,20,30,278,187,453
167800.0,-646600.0,-646600,0,0,0,1,0,27,37,266,204,440
201100.0,-613300.0,-621300,0,0,0,2,6,18,36,243,190,460
160300.0,-654100.0,-654100,0,0,0,1,2,12,33,277,188,442
155300.0,-659100.0,-659100,0,0,0,0,3,25,30,257,216,424
178400.0,-636000.0,-636000,0,0,0,1,2,28,44,247,197,463
157700.0,-656700.0,-656700,0,0,0,0,2,27,39,291,196,442
150900.0,-663500.0,-663500,0,0,0,0,4,16,33,258,208,415
142000.0,-672400.0,-672400,0,0,0,0,1,17,32,273,211,421
162100.0,-652300.0,-652300,0,0,0,0,7,19,33,252,189,427
140100.0,-674300.0,-674300,0,0,0,0,1,16,37,224,197,467
143000.0,-671400.0,-671400,0,0,0,0,3,15,27,271,197,417
157400.0,-657000.0,-657000,0,0,0,0,4,28,34,243,188,435
161400.0,-653000.0,-653000,0,0,0,0,3,22,35,259,240,439
150700.0,-663700.0,-663700,0,0,0,0,2,17,41,247,233,414
168600.0,-645800.0,-645800,0,0,0,1,3,11,46,210,210,464
149600.0,-664800.0,-664800,0,0,0,0,4,15,40,250,177,452
174200.0,-640200.0,-640200,0,0,0,1,3,22,39,261,203,423
134100.0,-680300.0,-680300,0,0,0,0,0,15,33,239,222,406
142000.0,-672400.0,-672400,0,0,0,0,1,18,35,262,210,414
152900.0,-661500.0,-661500,0,0,0,0,3,17,47,253,195,442
135900.0,-678500.0,-678500,0,0,0,0,0,17,28,228,208,467
165000.0,-649400.0,-649400,0,0,0,1,2,20,31,270,195,426
155600.0,-658800.0,-658800,0,0,0,0,4,18,27,271,209,455
213200.0,-601200.0,-601200,0,0,0,3,3,21,37,237,207,445
153100.0,-661300.0,-661300,0,0,0,0,1,23,45,270,208,441
151200.0,-663200.0,-663200,0,0,0,0,3,24,41,247,178,433
148000.0,-666400.0,-666400,0,0,0,0,0,29,36,246,207,444
171000.0,-643400.0,-643400,0,0,0,1,2,19,33,284,201,460
147000.0,-667400.0,-667400,0,0,0,0,1,21,32,246,216,456
