total_prize_real,net_profit_real,max_drawdown,total_cost,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
172200.0,-642200.0,-642200,814400,0,0,0,1,3,19,39,273,196,429
162300.0,-652100.0,-652100,814400,0,0,0,1,1,14,41,263,195,454
156200.0,-658200.0,-658200,814400,0,0,0,0,3,17,49,237,204,465
164300.0,-650100.0,-650100,814400,0,0,0,0,7,18,30,256,193,457
138300.0,-676100.0,-676100,814400,0,0,0,0,1,14,33,216,207,469
178400.0,-636000.0,-636000,814400,0,0,0,1,4,24,35,243,208,433
199600.0,-614800.0,-614800,814400,0,0,0,2,5,15,32,234,223,468
166100.0,-648300.0,-648300,814400,0,0,0,1,1,15,39,270,209,457
134900.0,-679500.0,-679500,814400,0,0,0,0,1,11,30,249,210,432
145200.0,-669200.0,-669200,814400,0,0,0,0,2,17,38,258,200,426
145100.0,-669300.0,-669300,814400,0,0,0,0,1,24,36,221,196,462
160200.0,-654200.0,-654200,814400,0,0,0,0,3,20,35,266,223,470
181400.0,-633000.0,-633000,814400,0,0,0,2,0,27,30,259,188,443
173500.0,-640900.0,-640900,814400,0,0,0,1,3,19,42,251,197,450
155000.0,-659400.0,-659400,814400,0,0,0,0,2,27,34,261,200,457
150900.0,-663500.0,-663500,814400,0,0,0,0,2,20,36,251,192,490
164400.0,-650000.0,-650000,814400,0,0,0,0,5,21,39,246,207,460
150600.0,-663800.0,-663800,814400,0,0,0,0,0,27,47,251,198,455
155400.0,-659000.0,-659000,814400,0,0,0,0,3,25,39,277,184,433
170300.0,-644100.0,-644100,814400,0,0,0,1,4,19,36,246,179,443
147100.0,-667300.0,-667300,814400,0,0,0,0,2,15,40,245,213,440
169200.0,-645200.0,-645200,814400,0,0,0,1,3,20,27,242,213,436
213400.0,-601000.0,-601000,814400,0,0,0,3,4,17,28,239,207,473
288500.0,-525900.0,-525900,814400,0,0,1,0,3,11,28,252,186,441
158600.0,-655800.0,-655800,814400,0,0,0,0,4,19,36,265,210,445
178800.0,-635600.0,-635600,814400,0,0,0,2,1,16,37,236,185,466
141600.0,-672800.0,-672800,814400,0,0,0,0,1,24,34,233,206,403
174000.0,-640400.0,-640400,814400,0,0,0,1,3,27,30,251,200,433
146400.0,-668000.0,-668000,814400,0,0,0,0,3,16,37,275,185,423
335100.0,-479300.0,-479300,814400,0,0,1,1,5,19,32,273,215,468
166500.0,-647900.0,-647900,814400,0,0,0,0,7,16,38,243,197,468
159900.0,-654500.0,-654500,814400,0,0,0,0,2,23,46,279,214,444
174200.0,-640200.0,-640200,814400,0,0,0,0,6,29,34,246,214,460
171400.0,-643000.0,-643000,814400,0,0,0,0,6,19,41,262,226,444
166700.0,-647700.0,-647700,814400,0,0,0,1,3,16,28,273,190,454
143400.0,-671000.0,-671000,814400,0,0,0,0,1,15,44,263,192,451
148500.0,-665900.0,-665900,814400,0,0,0,0,2,19,45,236,203,431
163000.0,-651400.0,-651400,814400,0,0,0,0,3,26,41,261,209,459
161500.0,-652900.0,-652900,814400,0,0,0,0,5,18,31,268,214,451
142600.0,-671800.0,-671800,814400,0,0,0,0,1,17,29,231,209,485
184400.0,-630000.0,-630000,814400,0,0,0,2,2,13,41,275,188,445
149100.0,-665300.0,-665300,814400,0,0,0,0,2,30,31,249,189,420
164300.0,-650100.0,-650100,814400,0,0,0,1,1,14,45,263,199,450
135900.0,-678500.0,-678500,814400,0,0,0,0,0,17,35,237,196,454
187700.0,-626700.0,-626700,814400,0,0,0,2,1,21,40,266,190,463
173900.0,-640500.0,-640500,814400,0,0,0,1,4,20,30,261,212,414
147100.0,-667300.0,-667300,814400,0,0,0,0,2,19,34,272,208,415
141300.0,-673100.0,-673100,814400,0,0,0,0,2,19,35,251,182,426
141700.0,-672700.0,-672700,814400,0,0,0,0,1,17,31,254,201,461
143100.0,-671300.0,-671300,814400,0,0,0,0,2,19,27,242,182,485
182300.0,-632100.0,-632100,814400,0,0,0,1,4,25,33,253,195,488
154500.0,-659900.0,-659900,814400,0,0,0,0,3,21,36,268,193,459
137900.0,-676500.0,-676500,814400,0,0,0,0,0,20,29,268,198,439
143800.0,-670600.0,-670600,814400,0,0,0,0,5,9,26,261,194,413
186300.0,-628100.0,-628100,814400,0,0,0,2,2,20,32,256,193,453
149300.0,-665100.0,-665100,814400,0,0,0,0,3,20,34,260,172,473
178900.0,-635500.0,-647700,814400,0,0,0,1,5,18,36,243,193,472
185500.0,-628900.0,-628900,814400,0,0,0,1,3,27,38,253,218,478
142200.0,-672200.0,-672200,814400,0,0,0,0,2,14,37,258,194,436
178400.0,-636000.0,-636000,814400,0,0,0,1,6,19,24,267,209,411
167600.0,-646800.0,-646800,814400,0,0,0,1,4,11,38,284,180,432
143600.0,-670800.0,-670800,814400,0,0,0,0,1,16,39,274,208,422
142200.0,-672200.0,-672200,814400,0,0,0,0,2,15,28,251,201,457
144400.0,-670000.0,-670000,814400,0,0,0,0,1,14,44,246,224,422
144600.0,-669800.0,-669800,814400,0,0,0,0,3,15,31,247,192,451
156700.0,-657700.0,-657700,814400,0,0,0,0,3,18,51,252,198,451
145700.0,-668700.0,-668700,814400,0,0,0,0,2,19,33,239,190,474
183800.0,-630600.0,-630600,814400,0,0,0,1,5,28,33,243,190,459
165800.0,-648600.0,-648600,814400,0,0,0,1,2,10,37,256,204,486
141400.0,-673000.0,-673000,814400,0,0,0,0,1,17,35,215,222,439
149500.0,-664900.0,-664900,814400,0,0,0,0,3,21,32,274,178,449
134100.0,-680300.0,-680300,814400,0,0,0,0,1,7,41,245,199,438
173600.0,-640800.0,-640800,814400,0,0,0,1,3,20,42,251,203,431
159200.0,-655200.0,-655200,814400,0,0,0,0,6,18,24,250,211,440
145500.0,-668900.0,-668900,814400,0,0,0,0,0,23,34,268,189,489
141000.0,-673400.0,-673400,814400,0,0,0,0,1,16,27,270,202,460
180800.0,-633600.0,-633600,814400,0,0,0,2,1,16,36,271,184,457
153700.0,-660700.0,-660700,814400,0,0,0,0,2,25,35,235,216,450
169200.0,-645200.0,-645200,814400,0,0,0,1,3,17,35,253,193,457
196700.0,-617700.0,-617700,814400,0,0,0,2,3,25,47,222,192,453
186400.0,-628000.0,-628000,814400,0,0,0,2,3,16,26,278,198,438
140400.0,-674000.0,-674000,814400,0,0,0,0,2,16,35,244,197,418
189400.0,-625000.0,-625000,814400,0,0,0,2,2,19,34,265,204,453
156500.0,-657900.0,-657900,814400,0,0,0,0,5,21,32,260,205,399
162700.0,-651700.0,-651700,814400,0,0,0,0,3,27,39,269,203,460
136900.0,-677500.0,-677500,814400,0,0,0,0,0,16,31,249,218,432
164600.0,-649800.0,-649800,814400,0,0,0,0,5,15,51,244,201,476
315900.0,-498500.0,-498500,814400,0,0,1,1,1,23,40,257,197,424
155600.0,-658800.0,-658800,814400,0,0,0,0,5,14,31,253,217,433
146200.0,-668200.0,-668200,814400,0,0,0,0,3,18,33,254,198,416
144100.0,-670300.0,-670300,814400,0,0,0,0,0,26,34,257,205,430
158800.0,-655600.0,-655600,814400,0,0,0,0,2,23,48,229,222,459
172500.0,-641900.0,-641900,814400,0,0,0,1,1,22,40,271,196,486
176700.0,-637700.0,-637700,814400,0,0,0,1,4,24,39,244,188,439
166900.0,-647500.0,-647500,814400,0,0,0,0,7,20,32,230,215,441
159200.0,-655200.0,-655200,814400,0,0,0,0,4,25,40,244,206,416
151600.0,-662800.0,-662800,814400,0,0,0,0,4,14,32,256,205,450
179200.0,-635200.0,-635200,814400,0,0,0,1,3,17,55,253,206,451
149100.0,-665300.0,-665300,814400,0,0,0,0,1,24,40,239,188,484
458200.0,-356200.0,-498900,814400,0,0,2,1,2,17,31,248,196,402
177700.0,-636700.0,-636700,814400,0,0,0,1,4,16,45,259,203,444
165600.0,-648800.0,-648800,814400,0,0,0,1,2,12,36,240,220,456
169000.0,-645400.0,-645400,814400,0,0,0,1,4,24,30,235,177,429
314400.0,-500000.0,-500000,814400,0,0,1,0,4,27,43,270,194,438
139900.0,-674500.0,-674500,814400,0,0,0,0,2,15,34,224,186,467
156800.0,-657600.0,-657600,814400,0,0,0,0,2,27,42,253,208,435
184100.0,-630300.0,-630300,814400,0,0,0,1,3,26,46,266,200,463
163600.0,-650800.0,-650800,814400,0,0,0,1,3,12,30,279,205,411
290800.0,-523600.0,-523600,814400,0,0,1,0,1,14,42,231,207,443
191400.0,-623000.0,-623000,814400,0,0,0,1,5,25,47,258,199,470
144300.0,-670100.0,-670100,814400,0,0,0,0,2,17,42,249,183,444
177200.0,-637200.0,-637200,814400,0,0,0,1,3,26,33,254,198,462
145700.0,-668700.0,-668700,814400,0,0,0,0,2,14,30,267,215,448
164000.0,-650400.0,-650400,814400,0,0,0,0,5,20,52,254,183,452
289200.0,-525200.0,-525200,814400,0,0,1,0,1,15,30,271,203,435
172200.0,-642200.0,-642200,814400,0,0,0,1,3,13,51,260,203,428
144400.0,-670000.0,-670000,814400,0,0,0,0,1,13,44,237,214,459
169700.0,-644700.0,-644700,814400,0,0,0,1,2,19,48,263,185,440
175000.0,-639400.0,-643300,814400,0,0,0,1,4,19,31,287,185,457
156900.0,-657500.0,-657500,814400,0,0,0,0,4,21,41,288,166,457
159600.0,-654800.0,-654800,814400,0,0,0,1,1,14,37,267,189,451
161600.0,-652800.0,-652800,814400,0,0,0,0,6,16,46,230,204,426
299700.0,-514700.0,-514700,814400,0,0,1,0,4,14,36,238,205,433
173700.0,-640700.0,-640700,814400,0,0,0,1,4,19,47,243,175,444
168600.0,-645800.0,-645800,814400,0,0,0,1,2,22,38,265,179,455
153800.0,-660600.0,-660600,814400,0,0,0,0,4,23,41,240,186,418
177800.0,-636600.0,-636600,814400,0,0,0,1,5,19,35,272,205,404
168400.0,-646000.0,-646000,814400,0,0,0,1,2,17,35,234,208,478
173300.0,-641100.0,-641100,814400,0,0,0,1,3,22,43,256,181,447
176600.0,-637800.0,-637800,814400,0,0,0,1,5,15,34,260,187,476
147100.0,-667300.0,-667300,814400,0,0,0,0,2,17,36,256,204,447
166600.0,-647800.0,-647800,814400,0,0,0,1,2,18,37,262,192,448
175500.0,-638900.0,-638900,814400,0,0,0,1,3,23,24,262,219,455
174400.0,-640000.0,-640000,814400,0,0,0,1,4,19,32,264,209,422
140200.0,-674200.0,-674200,814400,0,0,0,0,0,19,35,256,199,456
336200.0,-478200.0,-564500,814400,0,0,1,2,3,16,38,251,192,427
152000.0,-662400.0,-662400,814400,0,0,0,0,3,25,29,273,189,433
138200.0,-676200.0,-676200,814400,0,0,0,0,2,13,30,239,188,463
189300.0,-625100.0,-625100,814400,0,0,0,2,2,17,45,244,199,455
181000.0,-633400.0,-633400,814400,0,0,0,1,4,16,47,270,193,478
151800.0,-662600.0,-662600,814400,0,0,0,0,3,17,37,285,186,457
139000.0,-675400.0,-675400,814400,0,0,0,0,0,11,44,264,207,448
453000.0,-361400.0,-507800,814400,0,0,2,0,4,21,40,250,186,420
133800.0,-680600.0,-680600,814400,0,0,0,0,1,18,33,247,171,433
152000.0,-662400.0,-662400,814400,0,0,0,0,3,15,36,245,222,447
151600.0,-662800.0,-662800,814400,0,0,0,0,2,19,43,277,213,409
147800.0,-666600.0,-666600,814400,0,0,0,0,2,18,33,272,179,492
147800.0,-666600.0,-666600,814400,0,0,0,0,1,24,37,258,189,462
154600.0,-659800.0,-659800,814400,0,0,0,0,4,18,31,270,184,480
148100.0,-666300.0,-666300,814400,0,0,0,0,3,20,33,273,167,462
154100.0,-660300.0,-660300,814400,0,0,0,0,2,22,40,294,186,459
172600.0,-641800.0,-641800,814400,0,0,0,0,6,26,42,248,221,420
151600.0,-662800.0,-662800,814400,0,0,0,0,3,20,34,254,185,476
174300.0,-640100.0,-640100,814400,0,0,0,1,4,17,32,245,196,482
146700.0,-667700.0,-667700,814400,0,0,0,0,1,23,44,254,187,439
153200.0,-661200.0,-661200,814400,0,0,0,0,2,27,38,223,213,435
154600.0,-659800.0,-659800,814400,0,0,0,0,3,28,36,241,190,437
145500.0,-668900.0,-668900,814400,0,0,0,0,0,15,41,263,226,456
138700.0,-675700.0,-675700,814400,0,0,0,0,2,14,24,258,203,435
142500.0,-671900.0,-671900,814400,0,0,0,0,2,17,31,265,198,424
136400.0,-678000.0,-678000,814400,0,0,0,0,0,17,36,279,193,419
153100.0,-661300.0,-661300,814400,0,0,0,0,3,24,31,265,192,446
146200.0,-668200.0,-668200,814400,0,0,0,0,2,18,35,251,204,439
151200.0,-663200.0,-663200,814400,0,0,0,0,2,25,39,272,196,412
153600.0,-660800.0,-660800,814400,0,0,0,0,4,20,31,228,214,436
155300.0,-659100.0,-659100,814400,0,0,0,0,2,26,44,252,187,463
329600.0,-484800.0,-484800,814400,0,0,1,1,6,13,39,277,205,409
144900.0,-669500.0,-669500,814400,0,0,0,0,2,17,35,269,196,432
156000.0,-658400.0,-658400,814400,0,0,0,0,3,19,38,279,209,439
167900.0,-646500.0,-646500,814400,0,0,0,1,2,16,36,232,226,443
152000.0,-662400.0,-662400,814400,0,0,0,0,4,17,46,251,189,411
154600.0,-659800.0,-659800,814400,0,0,0,0,3,18,47,255,197,445
159700.0,-654700.0,-654700,814400,0,0,0,1,2,14,30,260,201,423
155800.0,-658600.0,-658600,814400,0,0,0,1,1,17,32,250,173,458
150100.0,-664300.0,-664300,814400,0,0,0,0,5,15,36,243,171,452
161300.0,-653100.0,-653100,814400,0,0,0,1,1,17,36,260,206,421
171500.0,-642900.0,-642900,814400,0,0,0,1,1,28,41,253,194,446
148300.0,-666100.0,-666100,814400,0,0,0,0,3,16,38,244,192,455
140000.0,-674400.0,-674400,814400,0,0,0,0,3,11,34,241,181,453
313200.0,-501200.0,-501200,814400,0,0,1,1,1,17,41,251,209,423
150000.0,-664400.0,-664400,814400,0,0,0,0,3,19,26,262,221,420
151300.0,-663100.0,-663100,814400,0,0,0,0,2,22,36,247,220,426
151700.0,-662700.0,-663200,814400,0,0,0,0,3,23,38,258,197,409
186800.0,-627600.0,-627600,814400,0,0,0,2,3,15,34,234,190,478
164300.0,-650100.0,-650100,814400,0,0,0,0,5,26,33,272,202,427
175300.0,-639100.0,-639100,814400,0,0,0,0,8,19,36,277,212,436
158700.0,-655700.0,-655700,814400,0,0,0,0,5,20,33,239,215,426
147400.0,-667000.0,-667000,814400,0,0,0,0,2,21,36,250,182,468
176900.0,-637500.0,-637500,814400,0,0,0,1,4,21,35,253,209,430
302700.0,-511700.0,-511700,814400,0,0,1,0,2,20,41,262,195,471
196600.0,-617800.0,-617800,814400,0,0,0,2,4,24,39,240,184,450
162200.0,-652200.0,-652200,814400,0,0,0,1,2,12,39,253,181,475
301400.0,-513000.0,-513000,814400,0,0,1,0,2,22,35,277,198,445
158800.0,-655600.0,-655600,814400,0,0,0,1,2,19,35,252,176,412
184700.0,-629700.0,-629700,814400,0,0,0,2,1,17,47,258,187,451
219300.0,-595100.0,-595100,814400,0,0,0,3,6,14,35,251,195,460
153600.0,-660800.0,-660800,814400,0,0,0,0,2,17,38,264,217,470
143600.0,-670800.0,-670800,814400,0,0,0,0,2,17,36,239,215,407
177300.0,-637100.0,-637100,814400,0,0,0,1,5,13,39,236,208,461
154500.0,-659900.0,-659900,814400,0,0,0,0,2,26,39,279,196,430
168700.0,-645700.0,-645700,814400,0,0,0,1,2,15,45,245,194,474
144800.0,-669600.0,-669600,814400,0,0,0,0,2,15,37,290,203,404
151400.0,-663000.0,-663000,814400,0,0,0,0,3,14,42,240,188,498
155100.0,-659300.0,-659300,814400,0,0,0,0,4,19,29,246,214,449
145000.0,-669400.0,-669400,814400,0,0,0,0,2,17,35,257,196,445
147800.0,-666600.0,-666600,814400,0,0,0,0,3,16,41,242,192,440
147200.0,-667200.0,-667600,814400,0,0,0,0,2,19,34,259,192,461
163200.0,-651200.0,-651200,814400,0,0,0,1,2,17,33,253,208,415
156600.0,-657800.0,-657800,814400,0,0,0,0,1,25,42,273,210,465
145300.0,-669100.0,-669100,814400,0,0,0,0,2,20,33,260,183,455
160900.0,-653500.0,-653500,814400,0,0,0,0,2,26,51,262,208,439
140000.0,-674400.0,-674400,814400,0,0,0,0,2,11,36,239,202,445
151100.0,-663300.0,-663300,814400,0,0,0,0,5,17,33,247,179,438
149100.0,-665300.0,-665300,814400,0,0,0,0,2,23,32,220,214,451
168100.0,-646300.0,-646300,814400,0,0,0,1,2,23,25,252,214,437
140200.0,-674200.0,-674200,814400,0,0,0,0,2,15,28,244,202,442
157400.0,-657000.0,-657000,814400,0,0,0,0,3,24,39,229,210,457
321200.0,-493200.0,-493200,814400,0,0,1,1,2,22,43,274,187,436
146500.0,-667900.0,-667900,814400,0,0,0,0,2,20,36,251,212,406
193900.0,-620500.0,-620500,814400,0,0,0,2,5,17,34,227,199,442
169600.0,-644800.0,-644800,814400,0,0,0,1,2,21,45,241,200,427
150300.0,-664100.0,-664100,814400,0,0,0,0,3,16,44,236,199,445
151000.0,-663400.0,-663400,814400,0,0,0,0,4,10,34,269,213,439
160200.0,-654200.0,-654200,814400,0,0,0,0,3,23,34,275,208,471
145600.0,-668800.0,-668800,814400,0,0,0,0,1,14,35,256,228,452
145900.0,-668500.0,-668500,814400,0,0,0,0,4,14,34,276,176,423
142600.0,-671800.0,-671800,814400,0,0,0,0,1,20,38,261,188,437
177600.0,-636800.0,-636800,814400,0,0,0,2,3,14,32,259,182,393
164300.0,-650100.0,-650100,814400,0,0,0,1,2,16,24,249,224,442
139700.0,-674700.0,-674700,814400,0,0,0,0,1,15,42,268,174,453
191200.0,-623200.0,-623200,814400,0,0,0,2,2,27,33,258,177,472
155200.0,-659200.0,-659200,814400,0,0,0,0,3,23,33,245,207,457
165800.0,-648600.0,-648600,814400,0,0,0,1,2,21,28,278,187,446
149300.0,-665100.0,-665100,814400,0,0,0,0,3,21,39,258,165,461
164500.0,-649900.0,-649900,814400,0,0,0,0,5,22,37,255,208,450
157200.0,-657200.0,-657200,814400,0,0,0,0,4,17,43,245,205,449
351600.0,-462800.0,-481900,814400,0,0,1,3,1,17,34,240,202,460
150000.0,-664400.0,-664400,814400,0,0,0,0,2,22,39,247,189,463
165500.0,-648900.0,-648900,814400,0,0,0,1,1,21,34,271,197,446
196000.0,-618400.0,-618400,814400,0,0,0,2,4,24,27,252,187,474
162800.0,-651600.0,-651600,814400,0,0,0,1,5,10,25,265,194,395
166800.0,-647600.0,-647600,814400,0,0,0,1,2,21,30,271,209,411
140000.0,-674400.0,-674400,814400,0,0,0,0,0,19,38,260,206,424
164900.0,-649500.0,-649500,814400,0,0,0,0,5,23,42,274,185,453
304000.0,-510400.0,-510400,814400,0,0,1,0,3,21,32,262,207,448
165600.0,-648800.0,-648800,814400,0,0,0,0,5,30,33,232,201,450
183300.0,-631100.0,-631100,814400,0,0,0,1,4,18,43,264,218,457
155100.0,-659300.0,-659300,814400,0,0,0,0,5,14,36,252,188,467
143700.0,-670700.0,-670700,814400,0,0,0,0,2,17,32,261,182,468
191800.0,-622600.0,-622600,814400,0,0,0,1,8,18,36,260,211,428
155100.0,-659300.0,-659300,814400,0,0,0,0,3,22,37,253,202,450
161900.0,-652500.0,-652500,814400,0,0,0,1,2,16,36,240,195,437
313100.0,-501300.0,-501300,814400,0,0,1,0,7,12,30,247,196,496
142300.0,-672100.0,-672100,814400,0,0,0,0,1,19,37,251,188,456
144000.0,-670400.0,-670400,814400,0,0,0,0,1,12,39,254,216,462
317500.0,-496900.0,-496900,814400,0,0,1,0,6,23,35,267,213,418
153300.0,-661100.0,-661100,814400,0,0,0,0,5,13,31,258,176,495
295700.0,-518700.0,-531500,814400,0,0,1,0,1,21,37,246,209,437
152000.0,-662400.0,-662400,814400,0,0,0,0,5,17,29,250,191,436
183000.0,-631400.0,-631400,814400,0,0,0,2,2,12,39,245,215,423
160800.0,-653600.0,-653600,814400,0,0,0,0,3,13,57,283,211,451
145100.0,-669300.0,-669300,814400,0,0,0,0,3,13,41,244,199,421
176800.0,-637600.0,-637600,814400,0,0,0,1,4,15,37,276,205,454
146500.0,-667900.0,-667900,814400,0,0,0,0,0,25,46,251,201,428
158800.0,-655600.0,-655600,814400,0,0,0,0,4,23,38,277,184,447
287700.0,-526700.0,-526700,814400,0,0,1,0,2,9,37,266,190,431
168100.0,-646300.0,-646300,814400,0,0,0,1,2,27,35,256,185,419
176600.0,-637800.0,-637800,814400,0,0,0,1,2,17,47,261,215,471
144200.0,-670200.0,-670200,814400,0,0,0,0,1,23,26,244,212,446
161500.0,-652900.0,-652900,814400,0,0,0,0,2,33,45,240,195,461
146200.0,-668200.0,-668200,814400,0,0,0,0,1,17,40,244,217,448
150200.0,-664200.0,-664200,814400,0,0,0,0,2,22,33,258,214,428
157900.0,-656500.0,-656500,814400,0,0,0,1,3,11,33,243,189,418
141200.0,-673200.0,-673200,814400,0,0,0,0,1,17,26,253,210,459
172500.0,-641900.0,-641900,814400,0,0,0,1,5,14,37,249,179,458
158700.0,-655700.0,-655700,814400,0,0,0,0,3,23,38,266,206,453
150200.0,-664200.0,-664200,814400,0,0,0,0,2,21,38,255,189,469
178300.0,-636100.0,-636100,814400,0,0,0,1,4,21,39,246,197,459
163900.0,-650500.0,-650500,814400,0,0,0,1,2,21,26,230,199,459
173000.0,-641400.0,-641400,814400,0,0,0,1,4,18,38,239,181,473
153600.0,-660800.0,-660800,814400,0,0,0,0,4,18,29,265,196,459
150000.0,-664400.0,-664400,814400,0,0,0,0,3,22,26,253,203,441
324200.0,-490200.0,-490200,814400,0,0,1,1,4,16,40,260,210,414
182900.0,-631500.0,-648700,814400,0,0,0,2,1,20,36,254,203,425
190800.0,-623600.0,-623600,814400,0,0,0,1,8,16,37,265,183,481
146200.0,-668200.0,-668200,814400,0,0,0,0,2,12,46,248,212,430
152100.0,-662300.0,-662300,814400,0,0,0,0,2,27,45,227,178,462
136300.0,-678100.0,-678100,814400,0,0,0,0,0,16,36,269,193,436
146300.0,-668100.0,-668100,814400,0,0,0,0,3,17,31,240,216,411
2360487.0,1546087.0,-283700,814400,0,1,0,0,1,24,38,252,194,467
185100.0,-629300.0,-629300,814400,0,0,0,2,2,20,39,231,187,450
145000.0,-669400.0,-669400,814400,0,0,0,0,3,14,27,242,215,438
305200.0,-509200.0,-509200,814400,0,0,1,1,0,18,36,279,191,403
146600.0,-667800.0,-667800,814400,0,0,0,0,2,15,37,257,209,443
161100.0,-653300.0,-653300,814400,0,0,0,0,5,20,35,274,195,447
168200.0,-646200.0,-646200,814400,0,0,0,0,5,24,49,249,196,453
146300.0,-668100.0,-668100,814400,0,0,0,0,3,20,38,244,172,443
157200.0,-657200.0,-657200,814400,0,0,0,1,1,15,39,243,197,419
156500.0,-657900.0,-659900,814400,0,0,0,1,1,22,28,227,192,426
179800.0,-634600.0,-634600,814400,0,0,0,1,3,20,39,260,217,468
183300.0,-631100.0,-631100,814400,0,0,0,1,4,23,31,281,205,474
160400.0,-654000.0,-654000,814400,0,0,0,0,6,20,34,263,186,433
161700.0,-652700.0,-652700,814400,0,0,0,0,5,21,33,272,202,441
171300.0,-643100.0,-643100,814400,0,0,0,0,5,23,46,272,205,463
157100.0,-657300.0,-657300,814400,0,0,0,0,2,23,43,237,214,470
139600.0,-674800.0,-674800,814400,0,0,0,0,0,16,45,275,194,425
165700.0,-648700.0,-648700,814400,0,0,0,1,3,19,39,244,175,435
153200.0,-661200.0,-661200,814400,0,0,0,0,3,25,37,253,177,457
150600.0,-663800.0,-663800,814400,0,0,0,0,2,16,47,265,186,473
150400.0,-664000.0,-664000,814400,0,0,0,0,4,17,34,251,183,455
138600.0,-675800.0,-675800,814400,0,0,0,0,0,18,36,257,206,429
164100.0,-650300.0,-650300,814400,0,0,0,1,2,17,37,278,183,433
180200.0,-634200.0,-634200,814400,0,0,0,2,0,21,29,257,208,445
148400.0,-666000.0,-666000,814400,0,0,0,0,3,19,35,287,191,403
165200.0,-649200.0,-649200,814400,0,0,0,1,2,16,35,257,188,471
165600.0,-648800.0,-648800,814400,0,0,0,1,2,20,39,264,183,430
173100.0,-641300.0,-641300,814400,0,0,0,1,2,22,40,258,199,459
149100.0,-665300.0,-665300,814400,0,0,0,0,2,21,39,266,179,463
163900.0,-650500.0,-650500,814400,0,0,0,0,6,22,30,240,204,455
146400.0,-668000.0,-668000,814400,0,0,0,0,1,20,31,269,213,445
152400.0,-662000.0,-662000,814400,0,0,0,0,4,18,33,224,212,440
145200.0,-669200.0,-669200,814400,0,0,0,0,4,10,31,279,183,443
147600.0,-666800.0,-666800,814400,0,0,0,0,1,16,44,252,199,482
178800.0,-635600.0,-635600,814400,0,0,0,1,6,15,33,254,197,448
136700.0,-677700.0,-677700,814400,0,0,0,0,1,15,32,253,178,470
318000.0,-496400.0,-496400,814400,0,0,1,1,1,21,44,238,205,448
137300.0,-677100.0,-677100,814400,0,0,0,0,0,15,37,267,203,432
144000.0,-670400.0,-670400,814400,0,0,0,0,1,18,38,265,205,429
152500.0,-661900.0,-661900,814400,0,0,0,0,2,20,39,262,208,451
281900.0,-532500.0,-532500,814400,0,0,1,0,1,13,25,238,189,459
149800.0,-664600.0,-664600,814400,0,0,0,0,2,20,40,235,214,435
137700.0,-676700.0,-676700,814400,0,0,0,0,1,12,39,258,191,445
150200.0,-664200.0,-664200,814400,0,0,0,0,3,22,38,274,168,444
300000.0,-514400.0,-514400,814400,0,0,1,0,2,21,37,271,195,443
185200.0,-629200.0,-629200,814400,0,0,0,1,5,26,36,244,223,410
149400.0,-665000.0,-665000,814400,0,0,0,0,1,29,24,281,210,425
135600.0,-678800.0,-678800,814400,0,0,0,0,0,21,33,243,191,431
144300.0,-670100.0,-670100,814400,0,0,0,0,2,16,33,275,179,470
149500.0,-664900.0,-664900,814400,0,0,0,0,2,12,40,285,221,432
152800.0,-661600.0,-661600,814400,0,0,0,0,1,19,38,269,231,453
151600.0,-662800.0,-662800,814400,0,0,0,0,2,18,46,255,203,447
133300.0,-681100.0,-681100,814400,0,0,0,0,1,16,33,233,208,384
164600.0,-649800.0,-649800,814400,0,0,0,1,1,14,41,267,202,459
164300.0,-650100.0,-650100,814400,0,0,0,1,4,12,44,255,173,410
172300.0,-642100.0,-642100,814400,0,0,0,1,3,16,37,241,207,472
144400.0,-670000.0,-670000,814400,0,0,0,0,2,22,25,260,198,432
174900.0,-639500.0,-639500,814400,0,0,0,1,3,22,41,236,206,441
154100.0,-660300.0,-660300,814400,0,0,0,0,6,17,33,257,181,414
162300.0,-652100.0,-652100,814400,0,0,0,0,3,19,53,283,221,414
139800.0,-674600.0,-674600,814400,0,0,0,0,1,18,38,256,196,414
184400.0,-630000.0,-630000,814400,0,0,0,1,4,20,30,269,213,509
201500.0,-612900.0,-612900,814400,0,0,0,3,1,19,30,254,194,461
154900.0,-659500.0,-659500,814400,0,0,0,0,3,16,39,285,199,462
305200.0,-509200.0,-509200,814400,0,0,1,0,3,24,34,236,224,420
143700.0,-670700.0,-670700,814400,0,0,0,0,4,10,33,249,197,422
141000.0,-673400.0,-673400,814400,0,0,0,0,0,24,29,251,209,433
164400.0,-650000.0,-650000,814400,0,0,0,1,2,19,35,244,195,438
156200.0,-658200.0,-658200,814400,0,0,0,0,6,14,32,272,176,458
295300.0,-519100.0,-582500,814400,0,0,1,0,2,17,40,238,186,467
142400.0,-672000.0,-672000,814400,0,0,0,0,3,21,22,253,182,431
177400.0,-637000.0,-637000,814400,0,0,0,1,5,18,30,228,211,460
142600.0,-671800.0,-671800,814400,0,0,0,0,1,18,35,250,213,426
173400.0,-641000.0,-641000,814400,0,0,0,1,3,21,38,255,190,459
159100.0,-655300.0,-655300,814400,0,0,0,0,6,19,36,253,196,410
162300.0,-652100.0,-652100,814400,0,0,0,0,5,21,34,267,197,458
