total_prize_real,net_profit_real,max_drawdown,total_cost,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
142200.0,-672200.0,-672200,814400,0,0,0,0,1,18,37,250,196,448
174600.0,-639800.0,-639800,814400,0,0,0,1,2,22,38,258,217,446
151100.0,-663300.0,-663300,814400,0,0,0,0,4,15,38,235,224,396
148200.0,-666200.0,-666200,814400,0,0,0,0,3,22,34,268,176,430
313200.0,-501200.0,-501200,814400,0,0,1,1,3,16,31,268,188,416
304000.0,-510400.0,-556800,814400,0,0,1,0,4,24,33,236,191,438
163600.0,-650800.0,-650800,814400,0,0,0,0,6,18,41,273,204,407
162200.0,-652200.0,-652200,814400,0,0,0,1,0,17,39,238,230,432
174800.0,-639600.0,-639600,814400,0,0,0,1,3,24,29,265,205,445
188600.0,-625800.0,-625800,814400,0,0,0,1,6,26,31,252,197,468
174000.0,-640400.0,-640400,814400,0,0,0,1,1,30,33,260,197,474
148900.0,-665500.0,-665500,814400,0,0,0,0,1,20,43,253,211,442
167400.0,-647000.0,-647000,814400,0,0,0,1,2,14,36,266,200,472
181600.0,-632800.0,-632800,814400,0,0,0,1,4,17,39,265,223,453
137300.0,-677100.0,-677100,814400,0,0,0,0,1,10,33,279,209,424
147300.0,-667100.0,-667100,814400,0,0,0,0,2,17,43,233,201,450
162800.0,-651600.0,-651600,814400,0,0,0,0,4,21,55,257,204,415
157700.0,-656700.0,-656700,814400,0,0,0,0,5,18,29,280,200,437
175200.0,-639200.0,-640500,814400,0,0,0,1,4,20,36,244,197,450
212500.0,-601900.0,-601900,814400,0,0,0,3,3,19,43,245,177,482
166900.0,-647500.0,-647500,814400,0,0,0,1,1,18,39,237,222,448
161600.0,-652800.0,-652800,814400,0,0,0,1,1,18,32,260,185,474
157600.0,-656800.0,-656800,814400,0,0,0,0,3,24,33,254,216,446
156800.0,-657600.0,-657600,814400,0,0,0,0,1,27,55,247,206,433
146000.0,-668400.0,-668400,814400,0,0,0,0,2,22,29,248,206,428
211400.0,-603000.0,-603000,814400,0,0,0,3,4,18,31,222,207,450
170000.0,-644400.0,-644400,814400,0,0,0,1,5,13,30,262,186,442
147800.0,-666600.0,-666600,814400,0,0,0,0,1,27,34,273,192,429
137900.0,-676500.0,-676500,814400,0,0,0,0,1,9,36,237,199,488
181800.0,-632600.0,-632600,814400,0,0,0,1,4,19,48,242,210,452
185200.0,-629200.0,-629200,814400,0,0,0,1,5,16,39,252,220,476
146400.0,-668000.0,-668000,814400,0,0,0,0,2,24,31,265,183,437
167800.0,-646600.0,-646600,814400,0,0,0,1,2,21,42,237,187,451
159200.0,-655200.0,-655200,814400,0,0,0,1,1,15,39,212,204,456
321700.0,-492700.0,-492700,814400,0,0,1,1,2,25,30,273,193,458
157000.0,-657400.0,-657400,814400,0,0,0,0,1,28,45,242,205,474
333500.0,-480900.0,-516100,814400,0,0,1,2,2,20,31,275,183,430
145200.0,-669200.0,-669200,814400,0,0,0,0,1,25,31,251,217,403
178200.0,-636200.0,-636200,814400,0,0,0,1,3,24,40,265,204,437
173500.0,-640900.0,-640900,814400,0,0,0,0,5,27,37,254,223,471
189000.0,-625400.0,-625400,814400,0,0,0,2,2,16,43,276,201,432
174900.0,-639500.0,-639500,814400,0,0,0,1,5,19,37,259,182,426
144800.0,-669600.0,-670100,814400,0,0,0,0,2,20,30,257,201,429
145900.0,-668500.0,-668500,814400,0,0,0,0,0,25,33,266,200,461
164100.0,-650300.0,-650300,814400,0,0,0,0,5,19,38,255,197,488
158900.0,-655500.0,-655500,814400,0,0,0,0,3,19,47,266,213,437
161500.0,-652900.0,-652900,814400,0,0,0,0,4,21,38,260,199,477
183100.0,-631300.0,-631300,814400,0,0,0,1,5,20,41,265,188,466
146700.0,-667700.0,-667700,814400,0,0,0,0,2,22,32,253,186,458
170200.0,-644200.0,-644200,814400,0,0,0,1,2,23,43,254,190,432
162700.0,-651700.0,-651700,814400,0,0,0,1,0,17,30,258,229,455
191400.0,-623000.0,-623000,814400,0,0,0,2,2,19,49,269,196,425
198200.0,-616200.0,-616200,814400,0,0,0,2,5,15,45,275,184,439
164900.0,-649500.0,-649500,814400,0,0,0,1,1,17,32,273,217,438
294400.0,-520000.0,-520000,814400,0,0,1,0,2,22,20,260,209,430
142100.0,-672300.0,-672300,814400,0,0,0,0,4,5,35,262,193,433
159600.0,-654800.0,-654800,814400,0,0,0,0,2,22,47,254,217,464
148300.0,-666100.0,-666100,814400,0,0,0,0,3,12,34,259,200,472
167600.0,-646800.0,-646800,814400,0,0,0,1,3,13,30,257,215,445
145700.0,-668700.0,-668700,814400,0,0,0,0,1,19,38,253,187,486
184000.0,-630400.0,-630400,814400,0,0,0,2,1,23,32,261,189,449
176000.0,-638400.0,-638400,814400,0,0,0,1,4,24,34,254,203,412
153400.0,-661000.0,-661000,814400,0,0,0,0,4,14,33,242,210,468
162600.0,-651800.0,-651800,814400,0,0,0,1,1,15,32,258,205,470
155600.0,-658800.0,-658800,814400,0,0,0,0,4,20,42,228,215,410
155100.0,-659300.0,-659300,814400,0,0,0,0,5,15,40,249,182,458
157100.0,-657300.0,-657300,814400,0,0,0,0,2,24,42,251,216,448
174100.0,-640300.0,-640300,814400,0,0,0,1,3,22,42,262,192,431
147500.0,-666900.0,-666900,814400,0,0,0,0,1,22,44,227,205,446
146700.0,-667700.0,-667700,814400,0,0,0,0,2,22,40,248,176,451
136100.0,-678300.0,-678300,814400,0,0,0,0,2,16,32,263,180,402
152300.0,-662100.0,-662100,814400,0,0,0,0,1,22,38,262,218,457
145400.0,-669000.0,-669000,814400,0,0,0,0,2,21,30,245,206,429
306900.0,-507500.0,-507500,814400,0,0,1,1,0,13,42,264,196,441
159000.0,-655400.0,-655400,814400,0,0,0,0,4,15,35,251,226,467
137900.0,-676500.0,-676500,814400,0,0,0,0,2,13,36,251,180,440
304900.0,-509500.0,-578200,814400,0,0,1,0,3,15,46,209,218,480
173800.0,-640600.0,-640600,814400,0,0,0,1,2,25,28,259,207,473
170300.0,-644100.0,-644100,814400,0,0,0,1,2,24,27,249,221,432
146900.0,-667500.0,-667500,814400,0,0,0,0,1,19,35,276,198,465
189700.0,-624700.0,-624700,814400,0,0,0,1,6,23,37,246,198,483
156200.0,-658200.0,-658200,814400,0,0,0,0,5,17,40,242,192,440
164600.0,-649800.0,-649800,814400,0,0,0,1,1,16,42,263,206,435
143100.0,-671300.0,-671300,814400,0,0,0,0,3,17,27,212,196,463
328500.0,-485900.0,-485900,814400,0,0,1,1,6,18,32,221,198,456
143500.0,-670900.0,-670900,814400,0,0,0,0,2,17,30,263,196,444
203000.0,-611400.0,-611400,814400,0,0,0,2,4,22,38,259,211,461
215200.0,-599200.0,-599200,814400,0,0,0,3,3,25,34,278,176,466
164800.0,-649600.0,-649600,814400,0,0,0,1,2,16,43,250,192,434
176500.0,-637900.0,-637900,814400,0,0,0,1,4,19,38,273,184,460
163200.0,-651200.0,-651200,814400,0,0,0,0,3,24,41,250,225,456
165900.0,-648500.0,-648500,814400,0,0,0,1,1,23,40,281,206,382
144500.0,-669900.0,-669900,814400,0,0,0,0,2,21,39,245,189,418
316800.0,-497600.0,-515000,814400,0,0,1,1,1,23,41,261,185,449
184000.0,-630400.0,-630400,814400,0,0,0,2,2,16,28,255,197,471
155200.0,-659200.0,-659200,814400,0,0,0,0,4,15,43,241,199,461
190700.0,-623700.0,-623700,814400,0,0,0,2,3,16,32,233,206,486
165900.0,-648500.0,-648500,814400,0,0,0,1,1,21,46,246,204,413
156200.0,-658200.0,-658200,814400,0,0,0,0,2,26,43,251,217,417
150400.0,-664000.0,-664000,814400,0,0,0,0,4,16,40,258,187,424
141400.0,-673000.0,-673000,814400,0,0,0,0,1,8,49,255,204,451
144400.0,-670000.0,-670000,814400,0,0,0,0,0,22,42,231,220,429
184000.0,-630400.0,-630400,814400,0,0,0,2,2,11,51,244,190,444
162700.0,-651700.0,-651700,814400,0,0,0,0,4,18,42,258,215,467
166100.0,-648300.0,-648300,814400,0,0,0,1,2,18,44,245,172,472
146400.0,-668000.0,-668000,814400,0,0,0,0,3,17,35,269,177,445
144600.0,-669800.0,-669800,814400,0,0,0,0,1,14,40,248,223,440
143800.0,-670600.0,-670600,814400,0,0,0,0,2,13,32,278,190,468
155900.0,-658500.0,-658500,814400,0,0,0,0,4,16,33,263,211,454
149800.0,-664600.0,-664600,814400,0,0,0,0,2,19,41,261,195,451
146000.0,-668400.0,-668400,814400,0,0,0,0,2,13,40,266,209,432
170200.0,-644200.0,-644200,814400,0,0,0,1,2,17,41,264,192,474
156700.0,-657700.0,-657700,814400,0,0,0,0,5,16,30,259,211,438
156300.0,-658100.0,-658100,814400,0,0,0,0,3,16,32,236,226,499
150500.0,-663900.0,-663900,814400,0,0,0,0,2,25,28,256,213,431
153400.0,-661000.0,-661000,814400,0,0,0,0,2,22,32,278,206,460
136700.0,-677700.0,-677700,814400,0,0,0,0,0,14,41,251,204,432
155400.0,-659000.0,-659000,814400,0,0,0,0,3,20,44,250,211,426
158900.0,-655500.0,-655500,814400,0,0,0,0,2,20,64,235,208,442
163900.0,-650500.0,-650500,814400,0,0,0,0,6,16,39,257,210,438
145400.0,-669000.0,-669000,814400,0,0,0,0,3,17,34,259,186,431
189600.0,-624800.0,-624800,814400,0,0,0,1,9,17,34,263,178,445
205100.0,-609300.0,-609300,814400,0,0,0,2,5,22,39,278,185,471
151600.0,-662800.0,-662800,814400,0,0,0,0,3,15,42,268,191,458
180900.0,-633500.0,-633500,814400,0,0,0,1,4,25,43,246,204,423
133200.0,-681200.0,-681200,814400,0,0,0,0,0,14,36,248,202,424
144600.0,-669800.0,-669800,814400,0,0,0,0,1,23,36,241,200,437
172200.0,-642200.0,-642200,814400,0,0,0,1,4,17,31,245,215,427
154300.0,-660100.0,-660100,814400,0,0,0,0,3,28,46,244,181,409
181700.0,-632700.0,-632700,814400,0,0,0,1,4,23,44,247,200,450
154300.0,-660100.0,-660100,814400,0,0,0,0,4,23,28,268,192,435
173000.0,-641400.0,-641400,814400,0,0,0,0,6,21,32,262,218,496
158300.0,-656100.0,-656100,814400,0,0,0,0,2,27,39,267,220,424
199200.0,-615200.0,-615200,814400,0,0,0,2,6,18,27,261,207,425
363100.0,-451300.0,-597700,814400,0,0,1,3,3,13,40,274,205,463
473100.0,-341300.0,-341300,814400,0,0,2,1,3,23,28,249,199,468
148500.0,-665900.0,-665900,814400,0,0,0,1,0,20,25,261,158,448
187300.0,-627100.0,-627100,814400,0,0,0,1,5,22,29,268,228,457
166500.0,-647900.0,-647900,814400,0,0,0,0,5,23,41,257,214,432
143600.0,-670800.0,-670800,814400,0,0,0,0,1,18,50,242,188,434
162100.0,-652300.0,-652300,814400,0,0,0,1,1,21,43,236,186,433
164800.0,-649600.0,-649600,814400,0,0,0,0,6,23,33,244,185,478
157400.0,-657000.0,-657000,814400,0,0,0,0,3,25,37,254,202,448
151900.0,-662500.0,-662500,814400,0,0,0,0,2,26,26,254,213,447
174700.0,-639700.0,-639700,814400,0,0,0,0,6,27,37,288,195,465
156900.0,-657500.0,-657500,814400,0,0,0,0,5,16,35,254,198,451
304100.0,-510300.0,-510300,814400,0,0,1,0,3,23,29,263,207,444
149600.0,-664800.0,-664800,814400,0,0,0,0,3,14,44,244,189,466
148400.0,-666000.0,-666000,814400,0,0,0,0,4,17,31,259,185,435
147700.0,-666700.0,-666700,814400,0,0,0,0,2,21,36,257,183,462
163400.0,-651000.0,-651000,814400,0,0,0,1,3,20,26,271,171,437
334600.0,-479800.0,-479800,814400,0,0,1,2,1,17,36,278,210,428
175200.0,-639200.0,-639200,814400,0,0,0,1,5,20,28,267,190,433
157600.0,-656800.0,-656800,814400,0,0,0,1,1,11,31,259,203,459
157700.0,-656700.0,-656700,814400,0,0,0,0,3,19,38,262,212,467
177700.0,-636700.0,-636700,814400,0,0,0,1,4,19,42,256,211,419
140400.0,-674000.0,-674000,814400,0,0,0,0,1,13,33,275,208,437
157000.0,-657400.0,-657400,814400,0,0,0,0,4,17,39,270,213,422
140600.0,-673800.0,-673800,814400,0,0,0,0,0,21,39,242,212,416
144700.0,-669700.0,-669700,814400,0,0,0,0,4,10,38,247,196,416
143100.0,-671300.0,-671300,814400,0,0,0,0,1,17,27,282,196,473
168000.0,-646400.0,-646400,814400,0,0,0,0,5,24,42,261,215,429
155300.0,-659100.0,-659100,814400,0,0,0,0,4,18,42,245,195,446
186400.0,-628000.0,-628000,814400,0,0,0,1,7,18,38,238,206,438
146900.0,-667500.0,-667500,814400,0,0,0,0,3,20,40,242,182,423
141900.0,-672500.0,-672500,814400,0,0,0,0,0,21,33,251,207,454
154800.0,-659600.0,-659600,814400,0,0,0,0,4,14,35,282,204,446
191300.0,-623100.0,-623100,814400,0,0,0,1,5,27,40,255,210,462
166800.0,-647600.0,-647600,814400,0,0,0,1,1,23,37,233,221,421
151100.0,-663300.0,-663300,814400,0,0,0,0,3,17,34,273,199,448
152300.0,-662100.0,-662100,814400,0,0,0,0,3,24,35,263,175,458
160600.0,-653800.0,-653800,814400,0,0,0,0,6,18,40,251,178,455
194100.0,-620300.0,-620300,814400,0,0,0,2,4,18,33,285,190,440
345000.0,-469400.0,-496600,814400,0,0,1,2,3,24,32,251,202,455
140500.0,-673900.0,-673900,814400,0,0,0,0,1,19,31,244,194,457
157200.0,-657200.0,-657200,814400,0,0,0,0,2,29,38,240,201,466
153400.0,-661000.0,-661000,814400,0,0,0,0,2,15,40,263,223,465
161200.0,-653200.0,-653200,814400,0,0,0,0,4,18,33,285,212,467
165800.0,-648600.0,-648600,814400,0,0,0,0,4,30,39,244,200,458
160100.0,-654300.0,-654300,814400,0,0,0,0,3,21,49,255,212,438
157700.0,-656700.0,-656700,814400,0,0,0,0,4,19,43,286,210,387
146600.0,-667800.0,-667800,814400,0,0,0,0,2,18,33,241,208,453
147900.0,-666500.0,-666500,814400,0,0,0,0,5,13,36,247,177,430
152500.0,-661900.0,-661900,814400,0,0,0,0,3,20,41,238,199,445
168100.0,-646300.0,-646300,814400,0,0,0,1,1,25,42,267,204,398
176700.0,-637700.0,-637700,814400,0,0,0,1,4,26,35,248,189,433
187400.0,-627000.0,-627600,814400,0,0,0,1,6,23,35,254,212,432
152200.0,-662200.0,-662200,814400,0,0,0,0,2,19,42,250,204,464
152600.0,-661800.0,-661800,814400,0,0,0,0,3,26,30,253,172,481
164800.0,-649600.0,-649600,814400,0,0,0,0,7,20,33,264,194,424
142300.0,-672100.0,-672100,814400,0,0,0,0,1,17,33,245,212,446
158600.0,-655800.0,-655800,814400,0,0,0,1,1,18,25,245,192,473
136300.0,-678100.0,-678100,814400,0,0,0,0,0,15,34,254,203,447
166100.0,-648300.0,-648300,814400,0,0,0,1,2,12,39,264,212,441
188400.0,-626000.0,-626000,814400,0,0,0,2,3,12,40,267,203,435
164600.0,-649800.0,-649800,814400,0,0,0,0,2,30,40,271,218,459
309100.0,-505300.0,-505300,814400,0,0,1,0,2,27,42,266,193,475
131600.0,-682800.0,-682800,814400,0,0,0,0,0,13,38,258,186,430
161300.0,-653100.0,-653100,814400,0,0,0,0,3,24,44,295,187,456
301100.0,-513300.0,-513300,814400,0,0,1,0,4,19,36,243,178,456
175800.0,-638600.0,-638600,814400,0,0,0,2,0,15,35,282,201,414
183000.0,-631400.0,-631400,814400,0,0,0,1,2,29,41,228,236,454
170500.0,-643900.0,-643900,814400,0,0,0,1,3,18,25,257,212,460
174700.0,-639700.0,-639700,814400,0,0,0,1,4,17,47,253,180,450
161300.0,-653100.0,-653100,814400,0,0,0,1,0,19,39,246,217,425
175500.0,-638900.0,-638900,814400,0,0,0,1,4,22,29,257,214,418
324400.0,-490000.0,-515800,814400,0,0,1,2,3,11,23,259,159,467
145200.0,-669200.0,-669200,814400,0,0,0,0,2,18,36,257,172,483
170500.0,-643900.0,-643900,814400,0,0,0,1,1,23,42,265,205,438
201400.0,-613000.0,-613000,814400,0,0,0,2,4,23,32,273,206,457
150600.0,-663800.0,-663800,814400,0,0,0,0,2,21,38,276,200,430
152900.0,-661500.0,-661500,814400,0,0,0,0,2,21,43,249,213,434
154600.0,-659800.0,-659800,814400,0,0,0,0,3,22,34,265,188,473
177100.0,-637300.0,-637300,814400,0,0,0,1,5,19,34,262,196,429
150900.0,-663500.0,-663500,814400,0,0,0,0,2,20,31,245,230,440
299800.0,-514600.0,-548100,814400,0,0,1,0,3,19,44,239,177,457
182400.0,-632000.0,-632000,814400,0,0,0,1,6,17,37,251,205,439
166600.0,-647800.0,-647800,814400,0,0,0,1,3,16,41,256,184,430
193300.0,-621100.0,-621100,814400,0,0,0,2,3,22,40,275,189,424
137400.0,-677000.0,-677000,814400,0,0,0,0,1,11,41,255,194,439
299800.0,-514600.0,-514600,814400,0,0,1,0,2,27,32,246,184,460
161000.0,-653400.0,-653400,814400,0,0,0,1,2,18,37,265,191,391
171600.0,-642800.0,-642800,814400,0,0,0,1,2,18,42,247,207,463
145200.0,-669200.0,-669200,814400,0,0,0,0,2,19,35,265,188,439
148400.0,-666000.0,-666000,814400,0,0,0,0,2,19,33,258,202,458
172500.0,-641900.0,-641900,814400,0,0,0,1,3,22,40,233,192,452
182000.0,-632400.0,-632400,814400,0,0,0,1,5,19,43,244,210,432
178900.0,-635500.0,-635500,814400,0,0,0,1,5,20,38,250,183,461
172800.0,-641600.0,-641600,814400,0,0,0,1,4,24,26,250,183,456
133700.0,-680700.0,-680700,814400,0,0,0,0,0,8,38,275,209,428
181700.0,-632700.0,-632700,814400,0,0,0,1,4,21,47,266,194,447
155900.0,-658500.0,-658500,814400,0,0,0,0,4,6,51,256,210,471
309000.0,-505400.0,-505400,814400,0,0,1,0,5,22,35,251,181,461
349400.0,-465000.0,-465000,814400,0,0,1,2,2,26,44,237,210,473
331500.0,-482900.0,-482900,814400,0,0,1,1,7,20,36,255,176,424
159600.0,-654800.0,-654800,814400,0,0,0,1,1,15,38,239,194,457
213200.0,-601200.0,-601200,814400,0,0,0,3,3,22,28,276,191,466
147700.0,-666700.0,-666700,814400,0,0,0,0,3,18,33,244,197,443
177800.0,-636600.0,-636600,814400,0,0,0,2,1,18,32,256,193,424
163600.0,-650800.0,-650800,814400,0,0,0,0,3,19,46,241,235,469
142600.0,-671800.0,-671800,814400,0,0,0,0,3,10,45,230,191,434
177600.0,-636800.0,-636800,814400,0,0,0,1,5,20,35,253,187,449
166800.0,-647600.0,-647600,814400,0,0,0,1,1,22,32,244,210,460
176000.0,-638400.0,-638400,814400,0,0,0,1,4,20,31,263,202,449
155800.0,-658600.0,-658600,814400,0,0,0,0,3,21,41,272,217,400
147900.0,-666500.0,-666500,814400,0,0,0,0,2,18,33,240,224,435
155200.0,-659200.0,-659200,814400,0,0,0,0,3,18,38,258,214,450
136300.0,-678100.0,-678100,814400,0,0,0,0,0,19,32,251,191,450
162000.0,-652400.0,-652400,814400,0,0,0,0,5,20,45,242,203,432
167100.0,-647300.0,-647300,814400,0,0,0,1,3,20,33,223,214,408
165000.0,-649400.0,-649400,814400,0,0,0,0,7,23,34,242,193,422
172300.0,-642100.0,-642200,814400,0,0,0,1,3,25,35,238,183,459
2797433.0,1983033.0,-22800,814400,0,1,0,0,2,13,40,263,217,416
179300.0,-635100.0,-635100,814400,0,0,0,1,5,18,32,255,206,454
150900.0,-663500.0,-663500,814400,0,0,0,0,3,16,36,241,215,446
153900.0,-660500.0,-660500,814400,0,0,0,0,2,24,46,262,159,503
295600.0,-518800.0,-624000,814400,0,0,1,0,1,25,36,244,199,430
180200.0,-634200.0,-634200,814400,0,0,0,1,4,20,40,280,194,454
324800.0,-489600.0,-489600,814400,0,0,1,1,5,19,34,253,198,411
165800.0,-648600.0,-648600,814400,0,0,0,1,2,24,32,242,168,480
175900.0,-638500.0,-638500,814400,0,0,0,1,4,22,38,241,193,444
144100.0,-670300.0,-670300,814400,0,0,0,0,1,19,41,267,193,432
162700.0,-651700.0,-651700,814400,0,0,0,0,4,24,48,266,205,407
150700.0,-663700.0,-663700,814400,0,0,0,0,2,23,41,258,195,431
473200.0,-341200.0,-341200,814400,0,0,2,1,2,17,42,254,211,472
176000.0,-638400.0,-638400,814400,0,0,0,2,1,19,32,240,197,406
154000.0,-660400.0,-660400,814400,0,0,0,0,4,18,29,281,199,441
151100.0,-663300.0,-663300,814400,0,0,0,0,3,18,42,245,203,428
145100.0,-669300.0,-669300,814400,0,0,0,0,1,20,32,260,211,441
149000.0,-665400.0,-665400,814400,0,0,0,0,2,24,31,246,188,472
185200.0,-629200.0,-629200,814400,0,0,0,2,2,24,29,225,194,451
147500.0,-666900.0,-666900,814400,0,0,0,0,3,18,21,277,215,420
455900.0,-358500.0,-393400,814400,0,0,2,0,3,21,45,251,201,438
166700.0,-647700.0,-647700,814400,0,0,0,1,3,18,36,250,178,453
181100.0,-633300.0,-633300,814400,0,0,0,2,0,20,34,246,204,461
179400.0,-635000.0,-635000,814400,0,0,0,2,1,16,42,243,187,441
317100.0,-497300.0,-590700,814400,0,0,1,0,7,10,49,271,191,462
148500.0,-665900.0,-665900,814400,0,0,0,0,3,14,38,270,184,463
297700.0,-516700.0,-516700,814400,0,0,1,0,2,17,36,280,203,431
202500.0,-611900.0,-611900,814400,0,0,0,2,6,14,32,276,204,461
172400.0,-642000.0,-642000,814400,0,0,0,1,3,24,31,257,189,453
173600.0,-640800.0,-640800,814400,0,0,0,1,2,20,38,261,217,449
162500.0,-651900.0,-651900,814400,0,0,0,1,2,13,30,266,197,461
150400.0,-664000.0,-664000,814400,0,0,0,0,3,17,31,253,187,497
196600.0,-617800.0,-617800,814400,0,0,0,2,3,21,41,249,207,451
156500.0,-657900.0,-657900,814400,0,0,0,0,6,23,27,257,182,412
155400.0,-659000.0,-659000,814400,0,0,0,1,1,16,32,253,186,433
154100.0,-660300.0,-660300,814400,0,0,0,0,1,29,42,269,196,440
177500.0,-636900.0,-636900,814400,0,0,0,1,3,27,27,269,216,430
143100.0,-671300.0,-671300,814400,0,0,0,0,2,19,32,253,178,462
157700.0,-656700.0,-656700,814400,0,0,0,0,5,18,29,228,230,429
154200.0,-660200.0,-660200,814400,0,0,0,0,2,19,38,263,223,449
198700.0,-615700.0,-615700,814400,0,0,0,2,4,27,29,261,199,436
161400.0,-653000.0,-653000,814400,0,0,0,0,3,23,39,267,216,455
169600.0,-644800.0,-644800,814400,0,0,0,1,2,20,40,257,201,437
183900.0,-630500.0,-630500,814400,0,0,0,2,1,16,36,256,205,461
193300.0,-621100.0,-621100,814400,0,0,0,3,0,13,34,251,197,448
160800.0,-653600.0,-653600,814400,0,0,0,0,6,15,34,247,219,427
140900.0,-673500.0,-673500,814400,0,0,0,0,2,18,38,220,186,441
147700.0,-666700.0,-666700,814400,0,0,0,0,3,17,36,255,200,422
295700.0,-518700.0,-518700,814400,0,0,1,0,1,21,29,252,223,435
146800.0,-667600.0,-667600,814400,0,0,0,0,2,22,32,246,204,430
154300.0,-660100.0,-660100,814400,0,0,0,0,3,17,43,271,198,448
145000.0,-669400.0,-669400,814400,0,0,0,0,2,16,44,240,177,472
291400.0,-523000.0,-523000,814400,0,0,1,0,1,13,43,252,215,416
168600.0,-645800.0,-645800,814400,0,0,0,0,5,24,41,247,226,431
150200.0,-664200.0,-664200,814400,0,0,0,0,4,18,26,244,196,458
139100.0,-675300.0,-675300,814400,0,0,0,0,2,15,31,234,207,419
158200.0,-656200.0,-656200,814400,0,0,0,0,3,28,27,241,226,437
175800.0,-638600.0,-638600,814400,0,0,0,1,2,23,39,260,217,444
144900.0,-669500.0,-669500,814400,0,0,0,0,1,19,28,237,240,428
151400.0,-663000.0,-663000,814400,0,0,0,0,3,14,46,279,185,449
146700.0,-667700.0,-667700,814400,0,0,0,0,3,16,40,233,194,438
143900.0,-670500.0,-670500,814400,0,0,0,0,2,16,35,245,202,442
174400.0,-640000.0,-640000,814400,0,0,0,1,4,20,36,263,182,453
153500.0,-660900.0,-660900,814400,0,0,0,0,3,12,39,266,213,471
140100.0,-674300.0,-674300,814400,0,0,0,0,1,17,38,255,182,454
161100.0,-653300.0,-653300,814400,0,0,0,0,5,21,40,247,209,418
167600.0,-646800.0,-646800,814400,0,0,0,1,4,16,38,265,182,407
139400.0,-675000.0,-675000,814400,0,0,0,0,1,16,37,234,203,438
170700.0,-643700.0,-643700,814400,0,0,0,1,2,23,35,280,191,441
146200.0,-668200.0,-668200,814400,0,0,0,0,3,20,34,243,180,443
302200.0,-512200.0,-513600,814400,0,0,1,0,3,21,37,246,202,436
141700.0,-672700.0,-672700,814400,0,0,0,0,1,16,34,237,213,450
237900.0,-576500.0,-576500,814400,0,0,0,4,4,23,42,221,188,470
167000.0,-647400.0,-647400,814400,0,0,0,1,1,18,36,271,220,431
149500.0,-664900.0,-664900,814400,0,0,0,0,1,23,35,265,211,444
198700.0,-615700.0,-615700,814400,0,0,0,2,5,20,39,255,196,424
153000.0,-661400.0,-661400,814400,0,0,0,0,2,20,31,260,226,454
160600.0,-653800.0,-653800,814400,0,0,0,1,2,12,29,268,197,452
140300.0,-674100.0,-674100,814400,0,0,0,0,2,19,28,261,174,450
164700.0,-649700.0,-649700,814400,0,0,0,0,6,20,41,252,189,453
146800.0,-667600.0,-667600,814400,0,0,0,0,2,19,24,253,213,461
172400.0,-642000.0,-642000,814400,0,0,0,1,3,19,26,274,215,444
140800.0,-673600.0,-673600,814400,0,0,0,0,2,14,30,278,182,454
180400.0,-634000.0,-634000,814400,0,0,0,1,4,18,35,270,208,474
175600.0,-638800.0,-638800,814400,0,0,0,1,3,25,41,244,206,416
160600.0,-653800.0,-653800,814400,0,0,0,0,4,24,35,247,206,455
312700.0,-501700.0,-501700,814400,0,0,1,1,1,15,41,242,190,481
160400.0,-654000.0,-654000,814400,0,0,0,0,5,22,33,252,212,420
303200.0,-511200.0,-603700,814400,0,0,1,0,3,20,33,258,211,440
186600.0,-627800.0,-627800,814400,0,0,0,2,3,18,37,258,191,414
173800.0,-640600.0,-640600,814400,0,0,0,1,3,26,27,265,191,455
138800.0,-675600.0,-675600,814400,0,0,0,0,0,16,38,263,181,483
154300.0,-660100.0,-660100,814400,0,0,0,0,4,20,40,260,192,419
135100.0,-679300.0,-679300,814400,0,0,0,0,1,14,31,259,190,436
143200.0,-671200.0,-671200,814400,0,0,0,0,2,15,32,253,200,451
164900.0,-649500.0,-649500,814400,0,0,0,1,2,23,29,255,187,440
161100.0,-653300.0,-653300,814400,0,0,0,0,3,27,42,244,220,423
168000.0,-646400.0,-646400,814400,0,0,0,0,5,27,43,249,208,427
149600.0,-664800.0,-664800,814400,0,0,0,0,2,21,30,263,201,463
151300.0,-663100.0,-663100,814400,0,0,0,1,1,17,38,224,176,409
452500.0,-361900.0,-479000,814400,0,0,2,0,2,21,43,245,206,448
133700.0,-680700.0,-680700,814400,0,0,0,0,0,10,43,239,205,436
161400.0,-653000.0,-653000,814400,0,0,0,0,4,21,33,257,210,477
140500.0,-673900.0,-673900,814400,0,0,0,0,3,13,27,255,178,462
150400.0,-664000.0,-664000,814400,0,0,0,0,4,14,37,261,210,403
142100.0,-672300.0,-672300,814400,0,0,0,0,2,20,26,257,193,434
167500.0,-646900.0,-646900,814400,0,0,0,1,2,22,33,256,202,427
171000.0,-643400.0,-643400,814400,0,0,0,1,2,23,38,268,199,428
156200.0,-658200.0,-658200,814400,0,0,0,0,2,24,34,268,217,452
175400.0,-639000.0,-639000,814400,0,0,0,1,5,15,34,257,187,467
318200.0,-496200.0,-496200,814400,0,0,1,1,4,18,38,267,180,399
157200.0,-657200.0,-657200,814400,0,0,0,1,2,16,30,244,175,450
146700.0,-667700.0,-667700,814400,0,0,0,0,2,19,36,266,193,439
