total_prize_fixed,total_prize_real,net_profit_fixed,net_profit_real,max_drawdown,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
180000,180000.0,-634400,-634400.0,-634400,0,0,0,1,5,16,29,268,215,458
162200,162200.0,-652200,-652200.0,-652200,0,0,0,0,3,21,43,260,227,448
169900,169900.0,-644500,-644500.0,-644500,0,0,0,1,2,20,40,243,198,460
145000,145000.0,-669400,-669400.0,-669400,0,0,0,0,3,12,34,242,196,464
141700,141700.0,-672700,-672700.0,-672700,0,0,0,0,2,19,35,247,193,412
154800,154800.0,-659600,-659600.0,-659600,0,0,0,0,5,21,36,236,178,444
156700,156700.0,-657700,-657700.0,-657700,0,0,0,1,2,10,41,262,182,417
167200,167200.0,-647200,-647200.0,-647200,0,0,0,1,3,15,34,245,204,443
134900,134900.0,-679500,-679500.0,-679500,0,0,0,0,0,18,29,262,188,451
167400,167400.0,-647000,-647000.0,-647000,0,0,0,1,0,25,38,251,209,453
154500,154500.0,-659900,-659900.0,-659900,0,0,0,0,3,26,28,286,193,433
169600,169600.0,-644800,-644800.0,-644800,0,0,0,1,2,21,38,282,184,446
150000,150000.0,-664400,-664400.0,-664400,0,0,0,0,3,13,36,262,217,436
181500,181500.0,-632900,-632900.0,-632900,0,0,0,1,4,22,48,247,203,434
148800,148800.0,-665600,-665600.0,-665600,0,0,0,0,1,21,41,245,209,453
147600,147600.0,-666800,-666800.0,-666800,0,0,0,0,2,22,39,267,166,465
157100,157100.0,-657300,-657300.0,-657300,0,0,0,0,5,18,36,248,194,447
173700,173700.0,-640700,-640700.0,-640700,0,0,0,1,2,19,44,250,208,463
166300,166300.0,-648100,-648100.0,-648100,0,0,0,1,3,16,30,260,206,423
135200,135200.0,-679200,-679200.0,-679200,0,0,0,0,0,14,43,231,204,429
161500,161500.0,-652900,-652900.0,-652900,0,0,0,1,2,13,25,263,205,458
140700,140700.0,-673700,-673700.0,-673700,0,0,0,0,0,18,40,273,185,460
150300,150300.0,-664100,-664100.0,-664100,0,0,0,0,2,22,53,237,188,422
170100,170100.0,-644300,-644300.0,-644300,0,0,0,1,1,20,41,267,203,464
142100,142100.0,-672300,-672300.0,-672300,0,0,0,0,2,20,30,243,190,438
155200,155200.0,-659200,-659200.0,-659200,0,0,0,0,5,14,37,253,204,431
159500,159500.0,-654900,-654900.0,-654900,0,0,0,0,3,21,28,275,227,466
172900,172900.0,-641500,-641500.0,-641500,0,0,0,1,1,29,42,213,200,476
176400,176400.0,-638000,-638000.0,-638000,0,0,0,1,2,20,45,283,214,433
152800,152800.0,-661600,-661600.0,-661600,0,0,0,0,2,20,48,241,200,455
158500,158500.0,-655900,-655900.0,-655900,0,0,0,0,5,22,40,258,187,417
159800,159800.0,-654600,-654600.0,-654600,0,0,0,0,3,26,36,291,188,459
189500,189500.0,-624900,-624900.0,-624900,0,0,0,1,8,20,27,262,203,439
336200,336200.0,-478200,-478200.0,-478200,0,0,1,2,2,22,37,224,200,434
138900,138900.0,-675500,-675500.0,-675500,0,0,0,0,2,13,33,261,194,424
172900,172900.0,-641500,-641500.0,-641500,0,0,0,1,3,22,35,263,203,424
184100,184100.0,-630300,-630300.0,-630300,0,0,0,2,0,20,37,256,224,429
146100,146100.0,-668300,-668300.0,-668300,0,0,0,0,3,16,31,240,209,431
156200,156200.0,-658200,-658200.0,-658200,0,0,0,0,2,22,41,266,203,470
149300,149300.0,-665100,-665100.0,-665100,0,0,0,0,2,20,41,262,206,415
143200,143200.0,-671200,-671200.0,-671200,0,0,0,0,1,16,30,239,198,509
163700,163700.0,-650700,-650700.0,-650700,0,0,0,1,1,27,25,254,189,449
144500,144500.0,-669900,-669900.0,-669900,0,0,0,0,0,27,31,242,215,433
151900,151900.0,-662500,-662500.0,-662500,0,0,0,0,3,16,47,245,200,438
174700,174700.0,-639700,-639700.0,-639700,0,0,0,1,4,21,30,270,182,465
161600,161600.0,-652800,-652800.0,-652800,0,0,0,0,4,22,46,249,205,437
144600,144600.0,-669800,-669800.0,-669800,0,0,0,0,1,16,44,275,202,423
157900,157900.0,-656500,-656500.0,-656500,0,0,0,0,5,18,35,269,178,470
186500,186500.0,-627900,-627900.0,-627900,0,0,0,1,6,20,37,241,203,470
162300,162300.0,-652100,-652100.0,-652100,0,0,0,0,6,26,32,249,178,442
144100,144100.0,-670300,-670300.0,-670300,0,0,0,0,1,19,41,240,199,447
168700,168700.0,-645700,-645700.0,-663400,0,0,0,1,3,13,44,249,201,436
165900,165900.0,-648500,-648500.0,-648500,0,0,0,0,5,22,40,244,202,475
155800,155800.0,-658600,-658600.0,-658600,0,0,0,0,5,16,39,245,185,459
150700,150700.0,-663700,-663700.0,-663700,0,0,0,0,0,27,41,263,204,456
142700,142700.0,-671700,-671700.0,-671700,0,0,0,0,1,17,25,292,190,479
164300,164300.0,-650100,-650100.0,-650100,0,0,0,1,1,20,40,230,198,457
189200,189200.0,-625200,-625200.0,-625200,0,0,0,1,6,24,38,246,209,444
153200,153200.0,-661200,-661200.0,-661200,0,0,0,0,3,19,42,242,197,456
129600,129600.0,-684800,-684800.0,-684800,0,0,0,0,0,10,44,238,193,416
199000,199000.0,-615400,-615400.0,-615400,0,0,0,2,6,18,29,246,200,444
176300,176300.0,-638100,-638100.0,-638100,0,0,0,1,3,23,36,260,202,451
316600,316600.0,-497800,-497800.0,-562300,0,0,1,1,2,18,36,235,207,449
175200,175200.0,-639200,-639200.0,-639200,0,0,0,1,4,29,25,229,201,429
153200,153200.0,-661200,-661200.0,-661200,0,0,0,1,0,18,30,268,184,432
143200,143200.0,-671200,-671200.0,-671200,0,0,0,0,1,18,35,244,210,444
166100,166100.0,-648300,-648300.0,-648300,0,0,0,0,5,24,27,276,218,449
150300,150300.0,-664100,-664100.0,-664100,0,0,0,0,2,26,31,244,198,451
174100,174100.0,-640300,-640300.0,-640300,0,0,0,1,3,20,29,271,208,458
150900,150900.0,-663500,-663500.0,-663500,0,0,0,0,2,26,37,271,182,438
175900,175900.0,-638500,-638500.0,-638500,0,0,0,1,0,23,41,268,249,445
168000,168000.0,-646400,-646400.0,-646400,0,0,0,1,3,15,33,249,199,461
184700,184700.0,-629700,-629700.0,-629700,0,0,0,1,2,27,47,255,207,494
161700,161700.0,-652700,-652700.0,-652700,0,0,0,0,5,15,34,262,210,479
168200,168200.0,-646200,-646200.0,-646200,0,0,0,1,4,11,45,236,180,458
180700,180700.0,-633700,-633700.0,-633700,0,0,0,0,7,23,51,255,225,434
142700,142700.0,-671700,-671700.0,-671700,0,0,0,0,1,13,36,257,196,490
171200,171200.0,-643200,-643200.0,-643200,0,0,0,1,4,18,44,251,181,419
173600,173600.0,-640800,-640800.0,-640800,0,0,0,1,3,20,38,255,202,445
191900,191900.0,-622500,-622500.0,-622500,0,0,0,2,3,22,41,222,199,439
144700,144700.0,-669700,-669700.0,-669700,0,0,0,0,1,21,38,257,198,434
162500,162500.0,-651900,-651900.0,-651900,0,0,0,0,6,14,39,232,211,463
173100,173100.0,-641300,-641300.0,-641300,0,0,0,1,4,13,32,246,211,471
158800,158800.0,-655600,-655600.0,-655600,0,0,0,1,1,17,36,264,185,434
170800,170800.0,-643600,-643600.0,-643600,0,0,0,1,4,18,30,230,197,460
168700,168700.0,-645700,-645700.0,-645700,0,0,0,1,1,23,43,250,205,431
160600,160600.0,-653800,-653800.0,-653800,0,0,0,0,3,21,47,281,208,433
137800,137800.0,-676600,-676600.0,-676600,0,0,0,0,1,16,34,257,211,395
165800,165800.0,-648600,-648600.0,-648600,0,0,0,0,6,24,33,243,198,455
158100,158100.0,-656300,-656300.0,-656300,0,0,0,0,3,20,41,291,216,414
169100,169100.0,-645300,-645300.0,-645300,0,0,0,0,6,22,38,265,192,474
174400,174400.0,-640000,-640000.0,-640000,0,0,0,1,2,28,29,254,196,478
162500,162500.0,-651900,-651900.0,-651900,0,0,0,0,4,21,44,258,215,433
319600,319600.0,-494800,-494800.0,-494800,0,0,1,1,3,21,31,252,187,458
149800,149800.0,-664600,-664600.0,-664600,0,0,0,0,3,21,35,272,184,430
323400,323400.0,-491000,-491000.0,-491000,0,0,1,1,3,16,42,242,215,446
150300,150300.0,-664100,-664100.0,-664100,0,0,0,0,3,17,33,247,205,458
300900,300900.0,-513500,-513500.0,-568200,0,0,1,0,3,23,36,256,190,425
182700,182700.0,-631700,-631700.0,-631700,0,0,0,1,5,18,42,256,202,455
154500,154500.0,-659900,-659900.0,-659900,0,0,0,0,5,18,37,256,178,441
169100,169100.0,-645300,-645300.0,-645300,0,0,0,0,6,27,40,253,190,442
155700,155700.0,-658700,-658700.0,-658700,0,0,0,0,6,8,39,263,209,416
148800,148800.0,-665600,-665600.0,-665600,0,0,0,0,2,19,32,273,193,469
173200,173200.0,-641200,-641200.0,-641200,0,0,0,2,0,13,33,255,214,413
161800,161800.0,-652600,-652600.0,-652600,0,0,0,1,3,11,26,252,196,462
150700,150700.0,-663700,-663700.0,-663700,0,0,0,0,3,20,42,250,181,447
164300,164300.0,-650100,-650100.0,-650100,0,0,0,1,2,19,38,247,181,450
202200,202200.0,-612200,-612200.0,-612200,0,0,0,2,7,15,31,263,218,399
201100,201100.0,-613300,-613300.0,-613300,0,0,0,2,4,24,31,279,209,438
296400,296400.0,-518000,-518000.0,-518000,0,0,1,0,2,17,33,269,185,477
156100,156100.0,-658300,-658300.0,-658300,0,0,0,0,0,29,35,236,244,465
219200,219200.0,-595200,-595200.0,-595200,0,0,0,3,3,23,37,254,208,470
158300,158300.0,-656100,-656100.0,-656100,0,0,0,0,3,22,36,260,204,475
167300,167300.0,-647100,-647100.0,-647100,0,0,0,1,3,15,28,268,200,453
155800,5279233.0,-658600,4464833.0,-522600,0,1,0,0,3,21,39,271,193,457
144800,144800.0,-669600,-669600.0,-669600,0,0,0,0,1,10,42,281,224,431
163200,163200.0,-651200,-651200.0,-651200,0,0,0,1,2,14,44,252,187,438
145100,145100.0,-669300,-669300.0,-669300,0,0,0,0,0,21,37,252,212,459
160900,160900.0,-653500,-653500.0,-653500,0,0,0,0,4,18,39,259,227,436
181900,181900.0,-632500,-632500.0,-632500,0,0,0,2,2,10,36,275,190,460
149300,149300.0,-665100,-665100.0,-665100,0,0,0,0,2,19,37,268,202,441
143100,143100.0,-671300,-671300.0,-671300,0,0,0,0,1,21,46,234,187,431
181000,181000.0,-633400,-633400.0,-633400,0,0,0,1,5,20,27,255,214,459
177400,177400.0,-637000,-637000.0,-637000,0,0,0,1,5,14,35,264,197,464
209300,209300.0,-605100,-605100.0,-605100,0,0,0,3,3,22,28,268,185,447
178000,178000.0,-636400,-636400.0,-636400,0,0,0,1,5,19,28,273,196,451
293300,293300.0,-521100,-521100.0,-521100,0,0,1,0,3,14,33,265,187,430
160500,160500.0,-653900,-653900.0,-653900,0,0,0,0,6,13,36,254,202,459
154600,154600.0,-659800,-659800.0,-659800,0,0,0,0,2,18,43,268,203,476
140900,140900.0,-673500,-673500.0,-673500,0,0,0,0,2,13,44,259,168,454
175200,175200.0,-639200,-639200.0,-639200,0,0,0,1,4,26,32,268,181,426
145000,145000.0,-669400,-669400.0,-669400,0,0,0,0,2,15,43,264,197,420
492900,492900.0,-321500,-321500.0,-321500,0,0,2,2,1,25,45,248,189,483
182600,182600.0,-631800,-631800.0,-631800,0,0,0,1,6,16,42,271,197,425
201000,201000.0,-613400,-613400.0,-613400,0,0,0,1,9,28,42,251,179,449
156000,156000.0,-658400,-658400.0,-658400,0,0,0,0,6,15,32,262,173,464
159400,159400.0,-655000,-655000.0,-655000,0,0,0,0,3,25,31,253,208,481
148800,148800.0,-665600,-665600.0,-665600,0,0,0,0,3,17,32,256,200,448
173700,173700.0,-640700,-640700.0,-640700,0,0,0,0,8,14,54,238,202,447
171500,171500.0,-642900,-642900.0,-642900,0,0,0,1,3,22,33,247,218,404
155800,155800.0,-658600,-658600.0,-658600,0,0,0,0,4,19,36,232,208,454
159800,159800.0,-654600,-654600.0,-654600,0,0,0,1,1,22,34,260,177,432
159500,159500.0,-654900,-654900.0,-654900,0,0,0,0,3,23,36,276,210,451
198300,198300.0,-616100,-616100.0,-616100,0,0,0,2,6,20,24,261,196,434
143800,143800.0,-670600,-670600.0,-670600,0,0,0,0,2,14,30,260,208,450
147000,147000.0,-667400,-667400.0,-667400,0,0,0,0,2,22,35,265,206,397
149500,149500.0,-664900,-664900.0,-664900,0,0,0,0,2,15,40,258,219,439
173300,173300.0,-641100,-641100.0,-641100,0,0,0,1,3,20,43,246,192,451
320700,320700.0,-493700,-493700.0,-493700,0,0,1,1,5,18,24,228,192,455
160200,160200.0,-654200,-654200.0,-654200,0,0,0,0,3,22,39,278,201,470
141600,141600.0,-672800,-672800.0,-672800,0,0,0,0,0,19,47,244,198,436
181300,181300.0,-633100,-633100.0,-633100,0,0,0,2,1,17,38,261,183,458
173900,173900.0,-640500,-640500.0,-640500,0,0,0,1,4,20,42,243,179,450
169400,169400.0,-645000,-645000.0,-645000,0,0,0,1,1,24,42,261,200,433
155500,155500.0,-658900,-658900.0,-658900,0,0,0,0,2,24,39,262,204,457
129500,129500.0,-684900,-684900.0,-684900,0,0,0,0,0,12,30,248,192,447
208100,208100.0,-606300,-606300.0,-606300,0,0,0,2,7,15,39,273,209,434
156100,156100.0,-658300,-658300.0,-658300,0,0,0,0,3,20,38,252,199,479
148300,148300.0,-666100,-666100.0,-666100,0,0,0,0,3,15,30,249,206,462
147100,147100.0,-667300,-667300.0,-667300,0,0,0,0,2,16,39,258,206,437
136300,136300.0,-678100,-678100.0,-678100,0,0,0,0,0,15,43,266,191,423
149000,149000.0,-665400,-665400.0,-665400,0,0,0,0,4,20,28,274,174,436
144100,144100.0,-670300,-670300.0,-670300,0,0,0,0,3,12,28,272,189,463
161300,161300.0,-653100,-653100.0,-653100,0,0,0,0,3,23,45,268,212,437
149700,149700.0,-664700,-664700.0,-664700,0,0,0,0,3,17,39,245,198,444
163200,163200.0,-651200,-651200.0,-651200,0,0,0,0,5,25,45,240,191,430
164100,164100.0,-650300,-650300.0,-650300,0,0,0,1,1,21,34,232,208,449
295000,295000.0,-519400,-519400.0,-519400,0,0,1,0,2,18,33,241,210,433
146700,146700.0,-667700,-667700.0,-667700,0,0,0,0,2,15,35,238,209,471
157500,157500.0,-656900,-656900.0,-656900,0,0,0,0,4,18,26,262,213,479
169100,169100.0,-645300,-645300.0,-645300,0,0,0,1,2,25,30,248,190,463
309800,309800.0,-504600,-504600.0,-637000,0,0,1,1,0,16,47,269,188,437
319000,319000.0,-495400,-495400.0,-495400,0,0,1,1,4,12,32,262,198,448
297700,297700.0,-516700,-516700.0,-596400,0,0,1,0,2,20,29,258,215,433
168600,168600.0,-645800,-645800.0,-645800,0,0,0,1,2,24,28,273,186,457
148500,148500.0,-665900,-665900.0,-665900,0,0,0,0,2,18,36,252,206,453
167900,167900.0,-646500,-646500.0,-646500,0,0,0,0,7,22,38,246,203,419
146600,146600.0,-667800,-667800.0,-667800,0,0,0,0,2,14,31,282,196,476
166700,166700.0,-647700,-647700.0,-647700,0,0,0,1,2,20,31,262,213,415
185500,185500.0,-628900,-628900.0,-628900,0,0,0,1,3,27,48,244,208,467
168400,168400.0,-646000,-646000.0,-646000,0,0,0,1,1,19,44,254,187,488
155700,155700.0,-658700,-658700.0,-658700,0,0,0,0,5,17,39,263,192,418
158300,158300.0,-656100,-656100.0,-656100,0,0,0,0,5,12,46,272,207,417
151700,151700.0,-662700,-662700.0,-662700,0,0,0,0,2,27,37,266,193,421
158400,158400.0,-656000,-656000.0,-656000,0,0,0,0,3,22,47,238,198,466
144600,144600.0,-669800,-669800.0,-669800,0,0,0,0,3,13,36,264,193,428
173000,173000.0,-641400,-641400.0,-641400,0,0,0,1,4,21,40,234,198,412
188500,188500.0,-625900,-625900.0,-625900,0,0,0,2,3,16,30,237,222,436
139800,139800.0,-674600,-674600.0,-674600,0,0,0,0,2,13,33,251,203,425
151300,151300.0,-663100,-663100.0,-663100,0,0,0,0,3,22,33,252,194,445
156900,156900.0,-657500,-657500.0,-657500,0,0,0,0,3,20,35,266,210,463
155400,155400.0,-659000,-659000.0,-659000,0,0,0,1,0,15,41,230,202,436
153900,153900.0,-660500,-660500.0,-660500,0,0,0,0,5,16,34,284,192,407
163900,163900.0,-650500,-650500.0,-650500,0,0,0,1,3,11,40,253,182,454
164000,164000.0,-650400,-650400.0,-650400,0,0,0,1,1,19,35,259,195,459
158700,158700.0,-655700,-655700.0,-655700,0,0,0,0,5,23,39,238,195,419
165200,165200.0,-649200,-649200.0,-649200,0,0,0,1,3,16,33,261,179,453
183000,183000.0,-631400,-631400.0,-631400,0,0,0,1,6,29,31,251,150,483
144500,144500.0,-669900,-669900.0,-669900,0,0,0,0,3,13,32,256,200,437
150200,150200.0,-664200,-664200.0,-664200,0,0,0,0,3,19,32,265,212,413
171600,171600.0,-642800,-642800.0,-642800,0,0,0,1,3,19,34,237,214,443
140500,140500.0,-673900,-673900.0,-673900,0,0,0,0,1,25,33,234,181,437
189100,189100.0,-625300,-625300.0,-625300,0,0,0,2,3,15,34,262,208,437
177900,177900.0,-636500,-636500.0,-636500,0,0,0,1,3,27,44,245,177,468
141900,141900.0,-672500,-672500.0,-672500,0,0,0,0,3,10,34,238,204,437
160100,160100.0,-654300,-654300.0,-654300,0,0,0,1,1,21,32,219,202,442
164300,164300.0,-650100,-650100.0,-650100,0,0,0,1,2,10,45,247,187,482
178600,178600.0,-635800,-635800.0,-635800,0,0,0,1,5,19,36,248,194,454
148700,148700.0,-665700,-665700.0,-665700,0,0,0,0,3,12,37,248,222,431
157000,157000.0,-657400,-657400.0,-657400,0,0,0,1,1,17,30,247,198,431
144300,144300.0,-670100,-670100.0,-670100,0,0,0,0,2,15,35,252,199,453
148000,148000.0,-666400,-666400.0,-666400,0,0,0,0,1,21,33,257,215,453
160400,160400.0,-654000,-654000.0,-654000,0,0,0,0,6,17,45,229,206,407
144500,144500.0,-669900,-669900.0,-669900,0,0,0,0,2,20,41,265,167,442
317100,317100.0,-497300,-497300.0,-497300,0,0,1,1,4,18,35,256,177,417
304800,304800.0,-509600,-509600.0,-551900,0,0,1,0,4,25,32,245,180,455
162100,162100.0,-652300,-652300.0,-652300,0,0,0,0,5,19,43,284,201,411
162500,162500.0,-651900,-651900.0,-651900,0,0,0,1,0,19,39,241,217,442
175700,175700.0,-638700,-638700.0,-638700,0,0,0,1,3,24,27,279,209,440
185600,185600.0,-628800,-628800.0,-628800,0,0,0,1,5,26,30,259,204,461
320700,320700.0,-493700,-493700.0,-634800,0,0,1,1,1,25,29,269,206,470
155900,155900.0,-658500,-658500.0,-658500,0,0,0,0,3,21,38,256,216,431
165600,165600.0,-648800,-648800.0,-648800,0,0,0,1,2,13,35,258,203,468
179200,179200.0,-635200,-635200.0,-635200,0,0,0,1,3,17,42,270,219,460
136200,136200.0,-678200,-678200.0,-678200,0,0,0,0,1,10,33,279,199,433
143800,143800.0,-670600,-670600.0,-670600,0,0,0,0,1,17,46,226,197,458
165200,165200.0,-649200,-649200.0,-649200,0,0,0,0,5,21,53,253,195,429
174800,174800.0,-639600,-639600.0,-639600,0,0,0,1,5,15,28,275,203,435
169100,169100.0,-645300,-645300.0,-645300,0,0,0,1,2,20,39,254,198,445
374800,374800.0,-439600,-439600.0,-441400,0,0,1,4,1,17,45,255,183,471
167100,167100.0,-647300,-647300.0,-647300,0,0,0,1,1,19,35,234,224,457
164400,164400.0,-650000,-650000.0,-650000,0,0,0,1,2,17,31,263,186,469
156800,156800.0,-657600,-657600.0,-657600,0,0,0,0,3,22,35,258,217,440
155100,155100.0,-659300,-659300.0,-659300,0,0,0,0,1,27,45,248,216,435
167700,167700.0,-646700,-646700.0,-646700,0,0,0,1,1,29,33,242,197,437
211400,211400.0,-603000,-603000.0,-603000,0,0,0,3,4,18,31,230,199,458
170100,170100.0,-644300,-644300.0,-644300,0,0,0,1,5,15,29,253,185,442
146000,146000.0,-668400,-668400.0,-668400,0,0,0,0,1,26,28,281,191,437
140300,140300.0,-674100,-674100.0,-674100,0,0,0,0,1,10,40,238,197,491
187700,187700.0,-626700,-626700.0,-626700,0,0,0,1,5,22,51,235,202,458
184000,184000.0,-630400,-630400.0,-630400,0,0,0,1,5,15,42,241,219,473
152400,152400.0,-662000,-662000.0,-662000,0,0,0,0,3,27,27,266,185,444
162100,162100.0,-652300,-652300.0,-652300,0,0,0,1,1,19,43,234,179,465
156700,156700.0,-657700,-657700.0,-657700,0,0,0,1,1,11,38,226,206,449
324000,324000.0,-490400,-490400.0,-490400,0,0,1,1,2,26,34,271,192,461
155200,155200.0,-659200,-659200.0,-659200,0,0,0,0,1,28,45,241,199,469
354700,354700.0,-459700,-459700.0,-494700,0,0,1,3,3,18,29,271,183,430
144000,144000.0,-670400,-670400.0,-670400,0,0,0,0,1,23,32,249,215,409
177700,177700.0,-636700,-636700.0,-636700,0,0,0,1,3,25,34,270,206,439
169200,169200.0,-645200,-645200.0,-645200,0,0,0,0,4,26,36,261,230,459
188700,188700.0,-625700,-625700.0,-625700,0,0,0,2,2,16,41,275,195,450
159600,159600.0,-654800,-654800.0,-654800,0,0,0,0,6,19,37,263,186,421
166900,166900.0,-647500,-647500.0,-648000,0,0,0,1,2,24,28,248,212,413
147100,147100.0,-667300,-667300.0,-667300,0,0,0,0,1,22,33,259,199,466
187900,187900.0,-626500,-626500.0,-626500,0,0,0,1,6,20,41,253,188,486
154700,154700.0,-659700,-659700.0,-659700,0,0,0,0,2,18,48,266,217,431
167500,167500.0,-646900,-646900.0,-646900,0,0,0,0,5,25,39,249,200,470
177400,177400.0,-637000,-637000.0,-637000,0,0,0,1,4,19,39,256,199,452
149900,149900.0,-664500,-664500.0,-664500,0,0,0,0,2,26,35,256,183,449
170100,170100.0,-644300,-644300.0,-644300,0,0,0,1,2,23,44,259,185,432
166000,166000.0,-648400,-648400.0,-648400,0,0,0,1,0,21,34,250,226,454
169800,169800.0,-644600,-644600.0,-644600,0,0,0,1,2,18,47,266,193,434
190800,190800.0,-623600,-623600.0,-623600,0,0,0,2,4,11,45,276,180,444
162500,162500.0,-651900,-651900.0,-651900,0,0,0,1,1,14,34,270,221,425
291300,291300.0,-523100,-523100.0,-523100,0,0,1,0,1,22,20,265,202,448
140500,140500.0,-673900,-673900.0,-673900,0,0,0,0,4,5,36,259,184,434
158800,158800.0,-655600,-655600.0,-655600,0,0,0,0,2,22,51,243,213,459
149600,149600.0,-664800,-664800.0,-664800,0,0,0,0,3,11,40,263,202,461
143800,143800.0,-670600,-670600.0,-670600,0,0,0,0,2,13,33,250,216,440
142800,142800.0,-671600,-671600.0,-671600,0,0,0,0,1,16,36,254,188,486
186200,186200.0,-628200,-628200.0,-628200,0,0,0,2,2,20,33,268,184,454
164000,164000.0,-650400,-650400.0,-650400,0,0,0,1,2,19,35,250,203,412
178500,178500.0,-635900,-635900.0,-635900,0,0,0,1,4,19,35,245,206,476
165700,165700.0,-648700,-648700.0,-648700,0,0,0,1,2,11,36,264,206,469
155700,155700.0,-658700,-658700.0,-658700,0,0,0,0,4,20,42,231,214,410
156500,156500.0,-657900,-657900.0,-657900,0,0,0,0,5,17,40,244,183,459
153900,153900.0,-660500,-660500.0,-660500,0,0,0,0,2,21,44,245,212,446
179500,179500.0,-634900,-634900.0,-634900,0,0,0,1,4,25,40,254,193,435
148300,148300.0,-666100,-666100.0,-666100,0,0,0,0,1,22,42,230,212,445
145800,145800.0,-668600,-668600.0,-668600,0,0,0,0,2,21,39,254,176,448
137400,137400.0,-677000,-677000.0,-677000,0,0,0,0,2,18,32,264,173,412
152200,152200.0,-662200,-662200.0,-662200,0,0,0,0,1,22,39,263,218,451
142500,142500.0,-671900,-671900.0,-671900,0,0,0,0,1,23,35,235,200,426
310100,310100.0,-504300,-504300.0,-504300,0,0,1,1,1,13,40,259,196,446
167200,167200.0,-647200,-647200.0,-647200,0,0,0,0,6,15,36,258,215,480
136600,136600.0,-677800,-677800.0,-677800,0,0,0,0,2,12,34,244,182,446
306800,306800.0,-507600,-507600.0,-576300,0,0,1,0,3,17,43,216,226,472
172300,172300.0,-642100,-642100.0,-642100,0,0,0,1,2,25,28,251,203,474
171700,171700.0,-642700,-642700.0,-642700,0,0,0,1,2,25,27,257,216,440
151800,151800.0,-662600,-662600.0,-662600,0,0,0,0,2,21,33,276,195,472
187700,187700.0,-626700,-626700.0,-626700,0,0,0,1,6,20,39,241,199,482
157200,157200.0,-657200,-657200.0,-657200,0,0,0,0,4,22,41,243,196,437
166400,166400.0,-648000,-648000.0,-648000,0,0,0,1,1,19,38,267,205,443
162000,162000.0,-652400,-652400.0,-652400,0,0,0,1,3,14,30,226,190,462
302500,302500.0,-511900,-511900.0,-511900,0,0,1,0,4,18,36,232,190,465
140100,140100.0,-674300,-674300.0,-674300,0,0,0,0,1,19,31,258,195,437
199400,199400.0,-615000,-615000.0,-615000,0,0,0,2,3,22,38,248,222,454
205200,205200.0,-609200,-609200.0,-609200,0,0,0,3,1,23,31,275,183,463
158900,158900.0,-655500,-655500.0,-655500,0,0,0,1,1,13,43,256,191,435
168600,168600.0,-645800,-645800.0,-645800,0,0,0,1,2,16,44,291,176,459
163600,163600.0,-650800,-650800.0,-650800,0,0,0,0,3,26,42,246,215,464
165900,165900.0,-648500,-648500.0,-648500,0,0,0,1,1,21,41,290,204,389
150000,150000.0,-664400,-664400.0,-664400,0,0,0,0,4,19,37,246,188,418
314600,314600.0,-499800,-499800.0,-517200,0,0,1,1,1,19,36,280,192,446
178000,178000.0,-636400,-636400.0,-636400,0,0,0,2,0,17,30,264,191,478
163500,163500.0,-650900,-650900.0,-650900,0,0,0,0,6,17,37,242,206,457
191100,191100.0,-623300,-623300.0,-623300,0,0,0,2,3,14,36,245,207,476
146200,146200.0,-668200,-668200.0,-668200,0,0,0,0,1,24,43,236,207,408
153900,153900.0,-660500,-660500.0,-660500,0,0,0,0,1,29,43,252,209,425
150300,150300.0,-664100,-664100.0,-664100,0,0,0,0,4,16,41,261,185,420
146800,146800.0,-667600,-667600.0,-667600,0,0,0,0,2,10,53,252,192,460
145500,145500.0,-668900,-668900.0,-668900,0,0,0,0,0,23,39,232,221,441
164900,164900.0,-649500,-649500.0,-649500,0,0,0,1,3,10,47,237,185,454
161300,161300.0,-653100,-653100.0,-653100,0,0,0,0,4,16,46,251,217,456
167200,167200.0,-647200,-647200.0,-647200,0,0,0,1,2,19,45,249,176,459
144100,144100.0,-670300,-670300.0,-670300,0,0,0,0,3,14,39,273,166,448
143800,143800.0,-670600,-670600.0,-670600,0,0,0,0,0,18,42,247,217,445
139100,139100.0,-675300,-675300.0,-675300,0,0,0,0,1,12,32,270,193,471
159000,159000.0,-655400,-655400.0,-655400,0,0,0,0,4,19,34,263,212,455
150500,150500.0,-663900,-663900.0,-663900,0,0,0,0,2,20,44,261,185,458
295000,295000.0,-519400,-519400.0,-519400,0,0,1,0,2,12,39,265,213,427
167700,167700.0,-646700,-646700.0,-646700,0,0,0,1,2,15,38,271,191,472
158600,158600.0,-655800,-655800.0,-655800,0,0,0,0,5,19,30,249,210,445
152600,152600.0,-661800,-661800.0,-661800,0,0,0,0,2,17,32,234,226,496
149600,149600.0,-664800,-664800.0,-664800,0,0,0,0,2,23,28,265,208,439
156100,156100.0,-658300,-658300.0,-658300,0,0,0,0,2,26,31,276,209,455
142000,142000.0,-672400,-672400.0,-672400,0,0,0,0,1,17,45,240,193,438
157600,157600.0,-656800,-656800.0,-656800,0,0,0,0,3,22,45,255,212,421
176500,176500.0,-637900,-637900.0,-637900,0,0,0,1,1,21,59,248,217,439
176300,176300.0,-638100,-638100.0,-638100,0,0,0,0,9,18,38,252,204,447
